Compound,CAS,smiles,Solvents normalized,Solvent count,Solvent system/raw phrase,Method notes,Extraction confidence,Review flags,Source context,record_id,compound_name_clean,smiles_status,smiles_canonical,inchi_key,largest_fragment_smiles,largest_fragment_inchikey,fragment_count,rdkit_mw,rdkit_clogp,rdkit_tpsa,rdkit_hbd,rdkit_hba,rdkit_rotatable_bonds,rdkit_aromatic_rings,rdkit_ring_count,rdkit_fraction_csp3,formal_charge,morgan2_2048_num_onbits,morgan2_2048_onbits,fg_carboxylic_acid,fg_sulfonic_acid,fg_phosphonic_acid,fg_acid_any,fg_phenol,fg_alcohol,fg_amide,fg_urea,fg_imide,fg_ester,fg_anhydride,fg_acyl_halide,fg_aldehyde,fg_ketone,fg_amine_nonamide,fg_basic_aromatic_n,fg_nitro,fg_aromatic_halide,fg_acetal_like,fg_boc_carbamate_like,fg_quinone_like,entry_salt_or_ionic_flag,salt_terms_detected,derivative_terms_detected,primary_recryst_class,secondary_recryst_classes,nearest_neighbor_ready,solvent_list_clean,solvent_count_calc,solvent_families,has_water,has_alcohol,has_hydrocarbon,has_aromatic_hydrocarbon,has_ether,has_ketone_or_ester_solvent,has_halogenated_solvent,has_acidic_solvent,has_polar_aprotic_or_strong_solvent,has_legacy_solvent,legacy_solvents,modernized_solvent_suggestions,solvent_safety_classes,system_type_estimated,likely_pair_families,has_colon_ratio,colon_ratios_detected,has_percent_composition,percent_values_detected,has_aqueous_word,has_hot_or_reflux_word,has_charcoal_or_carbon,has_wash_word,has_additive_or_few_drops_word,has_acid_additive_hint,has_base_additive_hint,compatibility_warning_candidates,class_default_single_panel,class_default_pair_panel,recommendation_use_weight
Cyclopentadecanone (Exaltone),502-72-7,C1CCCCCCCC(=O)CCCCCC1,ethanol; water,2,aqueous EtOH for purification.,aqueous; sublim,High,,Subliming Exaltone is better than crystallising it from aqueous EtOH for purification.,RC00526,Cyclopentadecanone (Exaltone),valid,O=C1CCCCCCCCCCCCCC1,OSOIQJGOYGSIMF-UHFFFAOYSA-N,O=C1CCCCCCCCCCCCCC1,OSOIQJGOYGSIMF-UHFFFAOYSA-N,1,224.388,5.031,17.07,0,1,0,0,1,0.933,0,11,2 225 249 310 314 650 723 926 1028 1380 1738,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,,,ester_lactone_carbonyl,high_logp,Y,ethanol; water,2,alcohol; water/aqueous,Y,Y,N,N,N,N,N,N,N,N,,ethanol; water,,aqueous_or_water_containing_system,alcohol/water,N,,N,,Y,N,N,N,N,N,N,,ethyl acetate; acetone; ethanol; methanol; isopropanol; ethyl acetate/heptane; acetone/heptane; toluene/heptane,ethyl acetate/heptane; acetone/heptane; ethanol/water; toluene/heptane,1.0
"cis-cis-1,5-cyclooctadiene (COD)","111-78-4, 1552-12-1",C1CC=CCCC=C1,methanol,1,MeOH (and cooling to 0o).,cooling,High,,The adduct is recrystallised from MeOH (and cooling to 0o).,RC00527,"cis-cis-1,5-cyclooctadiene (COD)",valid,C1=CCCC=CCC1,VYXHVRARDIDEHS-UHFFFAOYSA-N,C1=CCCC=CCC1,VYXHVRARDIDEHS-UHFFFAOYSA-N,1,108.184,2.673,0.00,0,0,0,0,1,0.500,0,6,582 926 1128 1147 1873 1887,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,neutral_other,,Y,methanol,1,alcohol,N,Y,N,N,N,N,N,N,N,N,,methanol,,single_or_single_reported,,N,,N,,N,N,N,N,N,N,N,,ethanol; methanol; isopropanol; acetone; ethyl acetate; water or ethanol/water 90:10; toluene; heptane/cyclohexane,ethanol/water; methanol/water; ethyl acetate/heptane; acetone/heptane; toluene/heptane,1.0
"On cooling to 0o, the 2,4-dinitrophenylhydrazone",20956-07-4,C1CCC(C1)C=NNC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],ethanol,1,EtOH to m 195.5-196o (85% yield).,,High,,crystallises out and is recrystallised from EtOH to m 195.5-196o (85% yield).,RC00528,"On cooling to 0o, the 2,4-dinitrophenylhydrazone",valid,O=[N+]([O-])c1ccc(NN=CC2CCCC2)c([N+](=O)[O-])c1,BRMLQGMMAHRIMB-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(NN=CC2CCCC2)c([N+](=O)[O-])c1,BRMLQGMMAHRIMB-UHFFFAOYSA-N,1,278.268,3.091,110.67,1,6,5,1,2,0.417,0,38,199 224 354 427 542 650 694 715 716 725 753 838 875 890 926 960 1019 1028 1059 1103 1152 1195 1224 1274 1325 1331 1380 1449 1750 1779 1802 1809 1814 1856 1867 1873 1940 1963,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,,hydrazone,basic_amine_heterocycle,basic; high_tpsa; nitro,Y,ethanol,1,alcohol,N,Y,N,N,N,N,N,N,N,N,,ethanol,,single_or_single_reported,,N,,Y,85%,N,N,N,N,N,N,N,,ethanol; methanol; acetone; ethyl acetate; ethyl acetate/heptane; toluene/heptane; ethanol/diethyl ether if salt; methanol/diethyl ether if salt,ethyl acetate/heptane; toluene/heptane; ethanol/water; ethanol/diethyl ether if salt; methanol/diethyl ether if salt,1.0
"To this stirred mixture, under N2 at 55o, is added all at once cyclohexene (101ml, 82.0g, 1mole, freshly distilled b 82-84o/atm",110-83-8,C1=CCCCC1,ethanol,1,"95% EtOH to give a white solid m 122-124o, identical with cyclopentanecarboxaldehyde trimer obtained from the aldehyde and 85% H3PO4",,High,,"J Am Chem Soc 73 615 1951, DOI: 10.1021/ja01146a036.] When the distillation residue is cooled a solid may be formed which can be distilled above 78o/100mm to give a clear liquid that solidifies, and can be recrystallised from 95% EtOH to give a white solid m 122-124o, identical with cyclopentanecarboxaldehyde trimer obtained from the aldehyde and 85% H3PO4 [Brook & Wright Can J Chem 29 308 1951, DOI: 10.1139/v51-036].",RC00529,"To this stirred mixture, under N2 at 55o, is added all at once cyclohexene (101ml, 82.0g, 1mole, freshly distilled b 82-84o/atm",valid,C1=CCCCC1,HGCIXCUEYOPUTN-UHFFFAOYSA-N,C1=CCCCC1,HGCIXCUEYOPUTN-UHFFFAOYSA-N,1,82.146,2.117,0.00,0,0,0,0,1,0.667,0,8,39 582 926 953 1028 1128 1147 1873,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,neutral_other,,Y,ethanol,1,alcohol,N,Y,N,N,N,N,N,N,N,N,,ethanol,,single_or_single_reported,,N,,Y,85%; 95%,N,N,N,N,N,N,N,,ethanol; methanol; isopropanol; acetone; ethyl acetate; water or ethanol/water 90:10; toluene; heptane/cyclohexane,ethanol/water; methanol/water; ethyl acetate/heptane; acetone/heptane; toluene/heptane,1.0
"1,1-Cyclopentanediacetic acid (3.3-tetramethyleneglutaric acid)",16713-66-9,O=C(O)CC1(CC(=O)O)CCCC1,water,1,H2O,vacuo,High,,"Purify it by recrystallisation from H2O and dry it in air, in vacuo or over CaCl2.",RC00530,"1,1-Cyclopentanediacetic acid (3.3-tetramethyleneglutaric acid)",valid,O=C(O)CC1(CC(=O)O)CCCC1,FWPVKDFOUXHOKQ-UHFFFAOYSA-N,O=C(O)CC1(CC(=O)O)CCCC1,FWPVKDFOUXHOKQ-UHFFFAOYSA-N,1,186.207,1.496,74.60,2,2,4,0,1,0.778,0,17,59 80 195 345 389 650 807 901 926 1028 1060 1135 1162 1638 1737 1862 1917,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,acidic_neutral,acidic,Y,water,1,water/aqueous,Y,N,N,N,N,N,N,N,N,N,,water,,single_or_single_reported,,N,,N,,N,N,N,N,N,N,N,,water; ethanol; ethanol/water 90:10; ethanol/water 75:25; methanol/water 90:10; acetone; ethyl acetate; ethanol + 1% acetic acid if basic impurity,ethanol/water; methanol/water; acetone/water; ethyl acetate/heptane; acetic acid/water if difficult,1.0
"Cyclopentane-1,1-dicarboxylic acid",5802-65-3,C1CCC(C1)(C(=O)O)C(=O)O,water; diethyl ether; pentane,3,"pentane/Et2O (10:1), or H2O.",vacuo,High,,"The solvent is evaporated off in vacuo, the residue is treated with Et2O/HCl and the solid is collected, dried and recrystallised from pentane/Et2O (10:1), or H2O.",RC00531,"Cyclopentane-1,1-dicarboxylic acid",valid,O=C(O)C1(C(=O)O)CCCC1,YZFOGXKZTWZVFN-UHFFFAOYSA-N,O=C(O)C1(C(=O)O)CCCC1,YZFOGXKZTWZVFN-UHFFFAOYSA-N,1,158.153,0.716,74.60,2,2,2,0,1,0.714,0,14,184 389 650 807 926 1028 1060 1162 1494 1638 1735 1772 1788 1917,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,acidic_neutral,acidic,Y,water; diethyl ether; pentane,3,aliphatic hydrocarbon; ether; water/aqueous,Y,N,Y,N,Y,N,N,N,N,N,,water; diethyl ether; pentane,,aqueous_or_water_containing_system,,Y,10:1,N,,N,N,N,N,N,Y,N,,water; ethanol; ethanol/water 90:10; ethanol/water 75:25; methanol/water 90:10; acetone; ethyl acetate; ethanol + 1% acetic acid if basic impurity,ethanol/water; methanol/water; acetone/water; ethyl acetate/heptane; acetic acid/water if difficult,1.0
"However, if it is suspect it is better to convert the acid to the anhydride (8-oxaspiro[4.5]decane- 7,8-dione",5662-95-3,C1CCC2(C1)CC(=O)OC(=O)C2,water,1,light petroleum.; hot H2O.,hot; aqueous,High,,"C9H12O3, M 168.2, m 64-66o (68o also reported), b 186o/15mm) by refluxing it for 7 hours in excess of Ac2O, evaporating to dryness, and distilling the residue in a vacuum or recrystallising it from light petroleum. [Kon & Thorpe J Chem Soc 115 686 1919, DOI: 10.1039/CT9191500686.] The anhydride (e.g. | 30g) is then hydrolysed by refluxing it for 2.5 hours (i.e. until it dissolves) in aqueous KOH (35g, 3mols in 55ml of H2O), then acidified with concentrated HCl, extracted with Et2O (3 x 50ml) after saturating the aqueous solution with (NH4)2SO4, drying the extract (Na2SO4), filtering, evaporating the Et2O and recrystallising the di- acid from hot H2O.",RC00532,"However, if it is suspect it is better to convert the acid to the anhydride (8-oxaspiro[4.5]decane- 7,8-dione",valid,O=C1CC2(CCCC2)CC(=O)O1,GFWLMILMVMCJDI-UHFFFAOYSA-N,O=C1CC2(CCCC2)CC(=O)O1,GFWLMILMVMCJDI-UHFFFAOYSA-N,1,168.192,1.410,43.37,0,3,0,0,2,0.778,0,18,314 637 650 656 926 940 970 979 1028 1060 1141 1162 1380 1540 1638 1745 1810 1819,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,ester_lactone_carbonyl,ester; hydrolysis_sensitive,Y,water,1,water/aqueous,Y,N,N,N,N,N,N,N,N,N,,water,,single_or_single_reported,,N,,N,,Y,Y,N,N,N,Y,Y,hydrolysis_or_alcoholysis_sensitive_check,ethyl acetate; acetone; ethanol; methanol; isopropanol; ethyl acetate/heptane; acetone/heptane; toluene/heptane,ethyl acetate/heptane; acetone/heptane; ethanol/water; toluene/heptane,1.0
"1RS,2RS-(��)-trans-1,2-Cyclopentanedicarboxylic acid",1461-97-8,C1C[C@H]([C@@H](C1)C(=O)O)C(=O)O,ethanol; water; diethyl ether; petroleum ether; chloroform; benzene; acetic acid,7,"hot H2O, and it is easily soluble in AcOH, and EtOH, but very soluble in Et2O, CHCl3, *C6H6 1 20 2 20 D 21 1 20 2 20 �C 253 and petroleum ether.",hot; charcoal,High,benzene legacy,"The trans-acid crystallises (charcoal) from hot H2O, and it is easily soluble in AcOH, and EtOH, but very soluble in Et2O, CHCl3, *C6H6 1 20 2 20 D 21 1 20 2 20 �C 253 and petroleum ether.",RC00533,"1RS,2RS-(��)-trans-1,2-Cyclopentanedicarboxylic acid",valid,O=C(O)[C@@H]1CCC[C@H]1C(=O)O,ASJCSAKCMTWGAH-RFZPGFLSSA-N,O=C(O)[C@@H]1CCC[C@H]1C(=O)O,ASJCSAKCMTWGAH-RFZPGFLSSA-N,1,158.153,0.572,74.60,2,2,2,0,1,0.714,0,14,209 285 389 650 807 926 1019 1028 1063 1235 1325 1431 1521 1917,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,acidic_neutral,acidic,Y,ethanol; water; diethyl ether; petroleum ether; chloroform; benzene; acetic acid,7,acidic/protic; alcohol; aliphatic hydrocarbon; aromatic hydrocarbon; ether; halogenated; water/aqueous,Y,Y,Y,Y,Y,N,Y,Y,N,Y,petroleum ether; chloroform; benzene,ethanol; water; diethyl ether; heptane; cyclohexane; ethyl acetate; acetone; dichloromethane_if_needed; toluene; toluene/heptane; acetic acid,chloroform:orange_limit; benzene:red_legacy; acetic acid:yellow_acidic,aqueous_or_water_containing_system,alcohol/water; alcohol/ether; aromatic/hydrocarbon; chlorinated/hydrocarbon; acidic_aqueous,N,,N,,N,Y,Y,N,N,Y,N,legacy_toxic_solvent_replace; halogenated_solvent_limit,water; ethanol; ethanol/water 90:10; ethanol/water 75:25; methanol/water 90:10; acetone; ethyl acetate; ethanol + 1% acetic acid if basic impurity,ethanol/water; methanol/water; acetone/water; ethyl acetate/heptane; acetic acid/water if difficult,1.0
"1RS,2SR-(meso)-cis-1,2-Cyclopentanedicarboxylic acid",1461-96-7,C1C[C@H]([C@H](C1)C(=O)O)C(=O)O,water,1,"hot H2O as colourless needles melting at 140o, and is rapidly converted to the cis-anhydride at 150-160o.",hot,High,,"The cis-acid crystallises from hot H2O as colourless needles melting at 140o, and is rapidly converted to the cis-anhydride at 150-160o.",RC00534,"1RS,2SR-(meso)-cis-1,2-Cyclopentanedicarboxylic acid",valid,O=C(O)[C@H]1CCC[C@H]1C(=O)O,ASJCSAKCMTWGAH-SYDPRGILSA-N,O=C(O)[C@H]1CCC[C@H]1C(=O)O,ASJCSAKCMTWGAH-SYDPRGILSA-N,1,158.153,0.572,74.60,2,2,2,0,1,0.714,0,14,209 285 389 650 807 926 1019 1028 1063 1235 1325 1431 1521 1917,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,acidic_neutral,acidic,Y,water,1,water/aqueous,Y,N,N,N,N,N,N,N,N,N,,water,,single_or_single_reported,,N,,N,,N,Y,N,N,N,N,N,,water; ethanol; ethanol/water 90:10; ethanol/water 75:25; methanol/water 90:10; acetone; ethyl acetate; ethanol + 1% acetic acid if basic impurity,ethanol/water; methanol/water; acetone/water; ethyl acetate/heptane; acetic acid/water if difficult,1.0
"Dimethyl cis-cyclopentane-1,2- dicarboxylate, b 129o/20mm, n 1.4528",4841-91-2,COC(=O)[C@@H]1CCC[C@@H]1C(=O)OC,water; petroleum ether; methanol; diethyl ether,4,"H2O or petroleum ether (b 40-60o); MeOH/Et2O, has m 125-126o",,High,,"The cis-imide (cis-tetrahydrocyclopent[c]pyrrole-1,3(2H,3aH)-dione, [5763-44- 0]) has m 85-87o (also 90o reported) after recrystallisation from H2O or petroleum ether (b 40-60o) [Menon & Simonsen J Chem Soc 302 1929, DOI: 10.1039/JR9290000302; Rice et al. | J Org Chem 24 7 1959, DOI: 10.1021/jo01083a002], and cis-cyclopentane-1,2-dicarboxylic acid dihydrazide, prepared from the dimethyl ester and NH2NH2.H2O in EtOH and recrystallised from MeOH/Et2O, has m 125-126o [M��ller et al.",RC00535,"Dimethyl cis-cyclopentane-1,2- dicarboxylate, b 129o/20mm, n 1.4528",valid,COC(=O)[C@H]1CCC[C@H]1C(=O)OC,XFLSEYYPOYRKKC-KNVOCYPGSA-N,COC(=O)[C@H]1CCC[C@H]1C(=O)OC,XFLSEYYPOYRKKC-KNVOCYPGSA-N,1,186.207,0.749,52.60,0,4,2,0,1,0.778,0,18,42 178 209 487 534 650 695 807 841 926 1019 1028 1057 1063 1152 1325 1521 1917,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,,,ester_lactone_carbonyl,ester,Y,water; petroleum ether; methanol; diethyl ether,4,alcohol; aliphatic hydrocarbon; ether; water/aqueous,Y,Y,Y,N,Y,N,N,N,N,Y,petroleum ether,water; heptane; cyclohexane; methanol; diethyl ether,,aqueous_or_water_containing_system,alcohol/water; alcohol/ether,N,,N,,N,N,N,N,N,N,N,,ethyl acetate; acetone; ethanol; methanol; isopropanol; ethyl acetate/heptane; acetone/heptane; toluene/heptane,ethyl acetate/heptane; acetone/heptane; ethanol/water; toluene/heptane,1.0
"It had not been possible to prepare trans-cyclopentane-1,2-dicarboxylic anhydride because all attempts gave the cis-anhydride (cis-tetrahydro- 1H-cyclopent[c]furan-1,3(3aH)-dione, m 73.5-74o, b 100-102o/1.5mm,",5763-49-5,Oc1oc(O)c2c1CCC2,diethyl ether; pentane,2,"pentane/Et2O (10:1), which provides cyclopentane-1,2-dicarboxylic acid (78% yield) presumed to be mainly the cis-isomer.",,High,review name,"The nickel(0) catalyst 2-{2-[2-(dicyclohexyl-phosphino)ethyl]pyridine}-4-oxo-2-nickela-3-oxa-cis-bicyclo- [3.3.0]octane promotes the carbonylation of cyclopentene in THF by CO at 1bar pressure and -40o, then at ~25o/10 hours followed by treatment with 2N H2SO4 and recrystallisation from pentane/Et2O (10:1), which provides cyclopentane-1,2-dicarboxylic acid (78% yield) presumed to be mainly the cis-isomer.",RC00536,"It had not been possible to prepare trans-cyclopentane-1,2-dicarboxylic anhydride because all attempts gave the cis-anhydride (cis-tetrahydro- 1H-cyclopent[c]furan-1,3(3aH)-dione, m 73.5-74o, b 100-102o/1.5mm,",valid,Oc1oc(O)c2c1CCC2,GZVHCROMZRRQBG-UHFFFAOYSA-N,Oc1oc(O)c2c1CCC2,GZVHCROMZRRQBG-UHFFFAOYSA-N,1,140.138,1.179,53.60,2,3,0,1,2,0.429,0,15,361 656 807 892 926 1028 1100 1281 1380 1391 1478 1493 1602 1604 1738,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,phenol_alcohol,phenol,Y,diethyl ether; pentane,2,aliphatic hydrocarbon; ether,N,N,Y,N,Y,N,N,N,N,N,,diethyl ether; pentane,,explicit_mixed_or_pair_system,,Y,10:1,Y,78%,N,N,Y,N,N,N,Y,,ethanol; methanol/water 90:10; ethanol/water 90:10; acetone; ethyl acetate; ethyl acetate/heptane; toluene/heptane; water if polar,ethanol/water; methanol/water; ethyl acetate/heptane; toluene/heptane; acetone/heptane,1.0
"Dimethyl trans-cyclopentane-1,2-dicarboxylate, b 118.5-119o/17mm, n 1.4491",941-75-3,COC(=O)[C@@H]1CCC[C@H]1C(=O)OC,ethanol,1,"EtOH, has m 224-225o",,High,,"H2O in EtOH, and recrystallised from EtOH, has m 224-225o [M��ller et al.",RC00537,"Dimethyl trans-cyclopentane-1,2-dicarboxylate, b 118.5-119o/17mm, n 1.4491",valid,COC(=O)[C@@H]1CCC[C@H]1C(=O)OC,XFLSEYYPOYRKKC-RNFRBKRXSA-N,COC(=O)[C@@H]1CCC[C@H]1C(=O)OC,XFLSEYYPOYRKKC-RNFRBKRXSA-N,1,186.207,0.749,52.60,0,4,2,0,1,0.778,0,18,42 178 209 487 534 650 695 807 841 926 1019 1028 1057 1063 1152 1325 1521 1917,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,,,ester_lactone_carbonyl,ester,Y,ethanol,1,alcohol,N,Y,N,N,N,N,N,N,N,N,,ethanol,,single_or_single_reported,,N,,N,,N,N,N,N,N,N,N,,ethyl acetate; acetone; ethanol; methanol; isopropanol; ethyl acetate/heptane; acetone/heptane; toluene/heptane,ethyl acetate/heptane; acetone/heptane; ethanol/water; toluene/heptane,1.0
"Thus pure (��)-acid (15g, ~0.1mole) is dissolved in hot H2O, and while stirring, the finely powdered brucine tetrahydrate (90g, 0.2 moles,",5892-11-5,COC1=C(C=C2C(=C1)[C@]34CCN5[C@H]3C[C@@H]6[C@@H]7[C@@H]4N2C(=O)C[C@@H]7OCC=C6C5)OC.O.O.O.O,methanol,1,hot ��2O to constant specific rotation.; hot ��2O as plates with m 180o.; large volumes of MeOH.; ��2O gives the pure (-)-acid with m 180-181o.,hot; aqueous; cooling,High,,"These are filtered off and recrystallised from hot ��2O to constant specific rotation. | On cooling the (+)-acid (m 178-180o) separates and is recrystallised from hot ��2O as plates with m 180o. | The 1S,2S-(+)-trans-dianilide, m 245-247o, [��]D +110.1 (c 0.85, Me2CO) is prepared by heating the (+)-acid with SOCl2 in a sealed tube at 100o for 1 hour, evaporating, the di-acid chloride formed is then dissolved in *C6H6, treated with excess of aniline, evaporated again, the residue is stirred with dilute aqueous HCl, the precipitate is collected and recrystallised twice from large volumes of MeOH. | Treatment of this salt with aqueous ammonia as above followed by recrystallisation from ��2O gives the pure (-)-acid with m 180-181o.",RC00538,"Thus pure (��)-acid (15g, ~0.1mole) is dissolved in hot H2O, and while stirring, the finely powdered brucine tetrahydrate (90g, 0.2 moles,",valid,COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCO[C@H]6CC(=O)N2[C@H]1[C@H]6[C@H]5C[C@H]43.O.O.O.O,XLXHHXCMBNBDMP-BEYGIVOKSA-N,COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCO[C@H]6CC(=O)N2[C@H]1[C@H]6[C@H]5C[C@H]43,RRKTZKIUPZVBMF-IBTVXLQLSA-N,5,466.531,-1.189,177.24,0,5,2,1,7,0.609,0,59,2 4 57 67 200 231 242 249 314 379 380 381 455 482 628 638 650 656 695 790 798 802 841 854 869 875 896 926 935 974 1019 1057 1060 1162 1171 1189 1245 1292 1295 1306 1359 1380 1466 1480 1536 1682 1734 1760 1781 1819 1854 1873 1922 1946 1956 1970 1980 2004 2017,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,chloride; salt,hydrate,salt_or_ionic,amide_urea_imide; basic; high_tpsa,Y,methanol,1,alcohol,N,Y,N,N,N,N,N,N,N,N,,methanol,,single_or_single_reported,,N,,N,,Y,Y,N,N,N,Y,Y,,water; ethanol; methanol; ethanol/water 90:10; methanol/water 90:10; acetone; ethanol/diethyl ether; methanol/diethyl ether,ethanol/water; methanol/water; ethanol/diethyl ether; methanol/diethyl ether; acetone/water,1.0
"1,2-Cyclopentanedione",3008-40-0,C1CCCC(=O)C(=O)CC1,water,1,"H2O, and a 0.01M aqueous solution of it is used for the gravimetric determination of Ni.",aqueous,High,,"Cyclopentane-1,2-dione dioxime (see above [66,35-29-6]) decomposes at ~210o after recrystallisation from H2O, and a 0.01M aqueous solution of it is used for the gravimetric determination of Ni. [Voter et al.",RC00539,"1,2-Cyclopentanedione",valid,O=C1CCCCCCC1=O,XZDMGEBEHZDGES-UHFFFAOYSA-N,O=C1CCCCCCC1=O,XZDMGEBEHZDGES-UHFFFAOYSA-N,1,140.182,1.479,34.14,0,2,0,0,1,0.750,0,11,2 310 314 650 751 926 1028 1380 1387 1711 1738,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,,oxime,ester_lactone_carbonyl,,Y,water,1,water/aqueous,Y,N,N,N,N,N,N,N,N,N,,water,,single_or_single_reported,,N,,N,,Y,N,N,N,N,N,N,,ethyl acetate; acetone; ethanol; methanol; isopropanol; ethyl acetate/heptane; acetone/heptane; toluene/heptane,ethyl acetate/heptane; acetone/heptane; ethanol/water; toluene/heptane,1.0
"1,3-Cyclopentanedione",3859-41-4,C1CC(=O)CC1=O,ethyl acetate,1,EtOAc and/or,sublim,High,,The CHCl3 is evaporated and the residue is recrystallised from EtOAc and/or sublimed at 120o/4mm. [IR: Boothe et al.,RC00540,"1,3-Cyclopentanedione",valid,O=C1CCC(=O)C1,LOGSONSNCYTHPS-UHFFFAOYSA-N,O=C1CCC(=O)C1,LOGSONSNCYTHPS-UHFFFAOYSA-N,1,98.101,0.308,34.14,0,2,0,0,1,0.600,0,10,225 314 576 642 650 798 926 1380 1564 1738,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,,,ester_lactone_carbonyl,,Y,ethyl acetate,1,ketone/ester,N,N,N,N,N,Y,N,N,N,N,,ethyl acetate,,single_or_single_reported,,N,,N,,N,N,N,N,N,Y,N,,ethyl acetate; acetone; ethanol; methanol; isopropanol; ethyl acetate/heptane; acetone/heptane; toluene/heptane,ethyl acetate/heptane; acetone/heptane; ethanol/water; toluene/heptane,1.0
Cyclopentanol,96-41-3,OC1CCCC1,ethanol; water,2,"EtOH/water (4:1), is decomposed by adding to an equal weight of Na2CO3 in hot H2O.",hot,High,,"It has also been purified by conversion to the NaHSO3 adduct which, after crystallising four times from EtOH/water (4:1), is decomposed by adding to an equal weight of Na2CO3 in hot H2O.",RC00541,Cyclopentanol,valid,OC1CCCC1,XCIXKGXIYUWCLL-UHFFFAOYSA-N,OC1CCCC1,XCIXKGXIYUWCLL-UHFFFAOYSA-N,1,86.134,0.921,20.23,1,1,0,0,1,1.000,0,10,590 641 806 807 890 926 1019 1028 1257 1325,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,phenol_alcohol,,Y,ethanol; water,2,alcohol; water/aqueous,Y,Y,N,N,N,N,N,N,N,N,,ethanol; water,,aqueous_or_water_containing_system,alcohol/water,Y,4:1,N,,N,Y,N,N,N,N,N,,ethanol; methanol/water 90:10; ethanol/water 90:10; acetone; ethyl acetate; ethyl acetate/heptane; toluene/heptane; water if polar,ethanol/water; methanol/water; ethyl acetate/heptane; toluene/heptane; acetone/heptane,1.0
Cyclotetradecane,295-17-0,C1CCCCCCCCCCCCC1,ethanol; water; methanol,3,aqueous EtOH; MeOH (m 54.2o) and has m 55o,aqueous; vacuo; sublim,High,,"Recrystallise it twice from aqueous EtOH, then sublime it in vacuo [Drotloff et al. | It also crystallises from MeOH (m 54.2o) and has m 55o after sublimation. [Prelog & Poly��k Helv Chim Acta 40 816 1957, DOI: 10.1002/hlca.19570400332; Beilstein 5 III 152, 5 IV 177.] Cyclotetradecanone",RC00542,Cyclotetradecane,valid,C1CCCCCCCCCCCCC1,KATXJJSCAPBIOB-UHFFFAOYSA-N,C1CCCCCCCCCCCCC1,KATXJJSCAPBIOB-UHFFFAOYSA-N,1,196.378,5.461,0.00,0,0,0,0,1,1.000,0,3,2 926 1028,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,neutral_other,high_logp,Y,ethanol; water; methanol,3,alcohol; water/aqueous,Y,Y,N,N,N,N,N,N,N,N,,ethanol; water; methanol,,aqueous_or_water_containing_system,alcohol/water,N,,N,,Y,N,N,N,N,N,N,,ethanol; methanol; isopropanol; acetone; ethyl acetate; water or ethanol/water 90:10; toluene; heptane/cyclohexane,ethanol/water; methanol/water; ethyl acetate/heptane; acetone/heptane; toluene/heptane,1.0
