name,smiles,role,reaction_types,notes,input_smiles,featurization_success,featurization_error,canonical_smiles,valid_smiles,motif_count,motifs,unique_motif_count,unique_motifs,grouped_motifs_json,ranked_motifs,analysis_count,aryl_analysis_json
4-Bromophenol,Brc1ccc(O)cc1,bifunctional,Ullmann; Suzuki-Miyaura,Both electrophile (Br) and nucleophile (OH),Brc1ccc(O)cc1,True,,Oc1ccc(Br)cc1,True,2,Ar-Br;Ar-OH,2,Ar-Br;Ar-OH,"[{""compound_id"": ""Ar-Br"", ""count"": 1, ""rank_score"": 582.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}, {""alt_compound_ids"": [""Ar-O*""], ""compound_id"": ""Ar-OH"", ""count"": 1, ""rank_score"": 346.0, ""sites"": [{""a_atom_idx"": 4, ""b_atom_idx"": 5, ""bond"": [4, 5]}], ""undocumented"": false}]",Ar-Br;Ar-OH,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
4-Bromophenylacetylene,Brc1ccc(C#C)cc1,bifunctional,Sonogashira; Suzuki-Miyaura,Both electrophile (Br) and nucleophile (alkyne),Brc1ccc(C#C)cc1,True,,C#Cc1ccc(Br)cc1,True,2,Ar-Br;Ar-Alkynyl_terminal,2,Ar-Br;Ar-Alkynyl_terminal,"[{""compound_id"": ""Ar-Br"", ""count"": 1, ""rank_score"": 582.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}, {""alt_compound_ids"": [""Ar-Alkynyl""], ""compound_id"": ""Ar-Alkynyl_terminal"", ""count"": 1, ""rank_score"": 407.0, ""sites"": [{""a_atom_idx"": 6, ""b_atom_idx"": 5, ""bond"": [5, 6]}], ""undocumented"": false}]",Ar-Br;Ar-Alkynyl_terminal,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
"1,4-Dibromobenzene",Brc1ccc(Br)cc1,di-electrophile,Suzuki-Miyaura; Buchwald-Hartwig,Two identical electrophilic sites; sp2_halide_site_count = 2,Brc1ccc(Br)cc1,True,,Brc1ccc(Br)cc1,True,2,Ar-Br;Ar-Br,1,Ar-Br,"[{""compound_id"": ""Ar-Br"", ""count"": 2, ""rank_score"": 582.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}, {""a_atom_idx"": 4, ""b_atom_idx"": 5, ""bond"": [4, 5]}], ""undocumented"": false}]",Ar-Br;Ar-Br,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
"1,4-Phenylenediamine",Nc1ccc(N)cc1,di-nucleophile,Buchwald-Hartwig; Ullmann,Two identical nucleophilic sites,Nc1ccc(N)cc1,True,,Nc1ccc(N)cc1,True,2,Ar-NH2;Ar-NH2,1,Ar-NH2,"[{""alt_compound_ids"": [""Ar-N*""], ""compound_id"": ""Ar-NH2"", ""count"": 2, ""rank_score"": 346.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}, {""a_atom_idx"": 4, ""b_atom_idx"": 5, ""bond"": [4, 5]}], ""undocumented"": false}]",Ar-NH2;Ar-NH2,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
4-Bromo-N-Boc-aniline,Brc1ccc(NC(=O)OC(C)(C)C)cc1,electrophile,Suzuki-Miyaura; Sonogashira,Boc-protected amine; prevents C-N coupling,Brc1ccc(NC(=O)OC(C)(C)C)cc1,True,,CC(C)(C)OC(=O)Nc1ccc(Br)cc1,True,3,Ar-Br;Ar-N*;Alkyl-O*,3,Ar-Br;Ar-N*;Alkyl-O*,"[{""compound_id"": ""Ar-Br"", ""count"": 1, ""rank_score"": 582.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}, {""compound_id"": ""Ar-N*"", ""count"": 1, ""rank_score"": 101.0, ""sites"": [{""a_atom_idx"": 4, ""b_atom_idx"": 5, ""bond"": [4, 5]}], ""undocumented"": false}, {""compound_id"": ""Alkyl-O*"", ""count"": 1, ""rank_score"": 89.0, ""sites"": [{""a_atom_idx"": 9, ""b_atom_idx"": 8, ""bond"": [8, 9]}], ""undocumented"": false}]",Ar-Br;Ar-N*;Alkyl-O*,3,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
4-Bromo-TBS-phenol,Brc1ccc(O[Si](C)(C)C(C)(C)C)cc1,electrophile,Suzuki-Miyaura; Sonogashira,TBS-protected phenol,Brc1ccc(O[Si](C)(C)C(C)(C)C)cc1,True,,CC(C)(C)[Si](C)(C)Oc1ccc(Br)cc1,True,3,Ar-Br;Alkyl-Si*;Ar-O*,3,Ar-Br;Alkyl-Si*;Ar-O*,"[{""compound_id"": ""Ar-Br"", ""count"": 1, ""rank_score"": 582.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}, {""compound_id"": ""Alkyl-Si*"", ""count"": 1, ""rank_score"": 316.0, ""sites"": [{""a_atom_idx"": 7, ""b_atom_idx"": 6, ""bond"": [6, 7]}], ""undocumented"": false}, {""compound_id"": ""Ar-O*"", ""count"": 1, ""rank_score"": 101.0, ""sites"": [{""a_atom_idx"": 4, ""b_atom_idx"": 5, ""bond"": [4, 5]}], ""undocumented"": false}]",Ar-Br;Alkyl-Si*;Ar-O*,3,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
Methyl 4-bromobenzoate,Brc1ccc(C(=O)OC)cc1,electrophile,Suzuki-Miyaura; Buchwald-Hartwig,Ester-protected carboxylic acid,Brc1ccc(C(=O)OC)cc1,True,,COC(=O)c1ccc(Br)cc1,True,2,Ar-Br;Ar-COOR,2,Ar-Br;Ar-COOR,"[{""compound_id"": ""Ar-Br"", ""count"": 1, ""rank_score"": 582.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}, {""alt_compound_ids"": [""Alkyl-O*""], ""compound_id"": ""Ar-COOR"", ""count"": 1, ""rank_score"": 452.0, ""sites"": [{""a_atom_idx"": 4, ""b_atom_idx"": 5, ""bond"": [4, 5]}], ""undocumented"": false}]",Ar-Br;Ar-COOR,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
4-Bromobenzaldehyde,Brc1ccc(C=O)cc1,electrophile,Suzuki-Miyaura; Buchwald-Hartwig; Sonogashira,Aldehyde functional group; can be reduced/oxidized,Brc1ccc(C=O)cc1,True,,O=Cc1ccc(Br)cc1,True,2,Ar-CHO;Ar-Br,2,Ar-CHO;Ar-Br,"[{""compound_id"": ""Ar-CHO"", ""count"": 1, ""rank_score"": 695.0, ""sites"": [{""a_atom_idx"": 4, ""b_atom_idx"": 5, ""bond"": [4, 5]}], ""undocumented"": false}, {""compound_id"": ""Ar-Br"", ""count"": 1, ""rank_score"": 582.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}]",Ar-CHO;Ar-Br,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
Pentamethylbromobenzene,Brc1c(C)c(C)c(C)c(C)c1C,electrophile,Suzuki-Miyaura,Extremely sterically hindered; requires bulky ligands,Brc1c(C)c(C)c(C)c(C)c1C,True,,Cc1c(C)c(C)c(Br)c(C)c1C,True,6,Ar-Br;Ar-Alkyl;Ar-Alkyl;Ar-Alkyl;Ar-Alkyl;Ar-Alkyl,2,Ar-Br;Ar-Alkyl,"[{""compound_id"": ""Ar-Br"", ""count"": 1, ""rank_score"": 582.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}, {""compound_id"": ""Ar-Alkyl"", ""count"": 5, ""rank_score"": 274.0, ""sites"": [{""a_atom_idx"": 3, ""b_atom_idx"": 3, ""bond"": [3, 3]}, {""a_atom_idx"": 5, ""b_atom_idx"": 5, ""bond"": [5, 5]}, {""a_atom_idx"": 7, ""b_atom_idx"": 7, ""bond"": [7, 7]}, {""a_atom_idx"": 9, ""b_atom_idx"": 9, ""bond"": [9, 9]}, {""a_atom_idx"": 11, ""b_atom_idx"": 11, ""bond"": [11, 11]}], ""undocumented"": false}]",Ar-Br;Ar-Alkyl;Ar-Alkyl;Ar-Alkyl;Ar-Alkyl;Ar-Alkyl,6,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
4-Bromo-tert-butylbenzene,Brc1ccc(C(C)(C)C)cc1,electrophile,Suzuki-Miyaura; Buchwald-Hartwig,Para-tert-butyl substituent,Brc1ccc(C(C)(C)C)cc1,True,,CC(C)(C)c1ccc(Br)cc1,True,2,Ar-Br;Ar-Alkyl,2,Ar-Br;Ar-Alkyl,"[{""compound_id"": ""Ar-Br"", ""count"": 1, ""rank_score"": 582.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}, {""compound_id"": ""Ar-Alkyl"", ""count"": 1, ""rank_score"": 274.0, ""sites"": [{""a_atom_idx"": 5, ""b_atom_idx"": 5, ""bond"": [5, 5]}], ""undocumented"": false}]",Ar-Br;Ar-Alkyl,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
tert-Butylamine,CC(C)(C)N,nucleophile,Buchwald-Hartwig,Highly hindered primary amine; challenging substrate,CC(C)(C)N,True,,CC(C)(C)N,True,1,R3C-NH2,1,R3C-NH2,"[{""alt_compound_ids"": [""Alkyl-N*"", ""Alkyl-NH2""], ""compound_id"": ""R3C-NH2"", ""count"": 1, ""rank_score"": 381.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 4, ""bond"": [1, 4]}], ""undocumented"": false}]",R3C-NH2,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}"
4-tert-Butylaniline,CC(C)(C)c1ccc(N)cc1,nucleophile,Buchwald-Hartwig; Ullmann,Sterically hindered aniline,CC(C)(C)c1ccc(N)cc1,True,,CC(C)(C)c1ccc(N)cc1,True,2,Ar-NH2;Ar-Alkyl,2,Ar-NH2;Ar-Alkyl,"[{""alt_compound_ids"": [""Ar-N*""], ""compound_id"": ""Ar-NH2"", ""count"": 1, ""rank_score"": 346.0, ""sites"": [{""a_atom_idx"": 7, ""b_atom_idx"": 8, ""bond"": [7, 8]}], ""undocumented"": false}, {""compound_id"": ""Ar-Alkyl"", ""count"": 1, ""rank_score"": 274.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 1, ""bond"": [1, 1]}], ""undocumented"": false}]",Ar-NH2;Ar-Alkyl,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
4-Bromonitrobenzene,Brc1ccc([N+](=O)[O-])cc1,electrophile,Suzuki-Miyaura; Buchwald-Hartwig; SNAr,Highly electron-poor; very reactive in SNAr,Brc1ccc([N+](=O)[O-])cc1,True,,O=[N+]([O-])c1ccc(Br)cc1,True,2,Ar-Br;Ar-NO2,2,Ar-Br;Ar-NO2,"[{""compound_id"": ""Ar-Br"", ""count"": 1, ""rank_score"": 582.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}, {""alt_compound_ids"": [""Ar-N*"", ""Ar-NR2""], ""compound_id"": ""Ar-NO2"", ""count"": 1, ""rank_score"": 408.0, ""sites"": [{""a_atom_idx"": 4, ""b_atom_idx"": 5, ""bond"": [4, 5]}], ""undocumented"": false}]",Ar-Br;Ar-NO2,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
"4-Bromo-N,N-dimethylaniline",Brc1ccc(N(C)C)cc1,electrophile,Suzuki-Miyaura; Sonogashira,Highly electron-rich; tertiary amine substituent,Brc1ccc(N(C)C)cc1,True,,CN(C)c1ccc(Br)cc1,True,3,Ar-Br;Ar-NR2;CH3-NR2,3,Ar-Br;Ar-NR2;CH3-NR2,"[{""compound_id"": ""Ar-Br"", ""count"": 1, ""rank_score"": 582.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}, {""alt_compound_ids"": [""Ar-N*""], ""compound_id"": ""Ar-NR2"", ""count"": 1, ""rank_score"": 154.0, ""sites"": [{""a_atom_idx"": 4, ""b_atom_idx"": 5, ""bond"": [4, 5]}], ""undocumented"": false}, {""alt_compound_ids"": [""Alkyl-N*"", ""Alkyl-NR2""], ""compound_id"": ""CH3-NR2"", ""count"": 1, ""rank_score"": 148.0, ""sites"": [{""a_atom_idx"": 6, ""b_atom_idx"": 5, ""bond"": [5, 6]}], ""undocumented"": false}]",Ar-Br;Ar-NR2;CH3-NR2,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
"1-Bromo-2,3,4,5-tetramethoxybenzene",COc1cc(OC)c(Br)c(OC)c1OC,electrophile,Suzuki-Miyaura,Extremely electron-rich; multiple methoxy groups,COc1cc(OC)c(Br)c(OC)c1OC,True,,COc1cc(OC)c(OC)c(OC)c1Br,True,5,Ar-Br;Ar-OR;Ar-OR;Ar-OR;Ar-OR,2,Ar-Br;Ar-OR,"[{""compound_id"": ""Ar-Br"", ""count"": 1, ""rank_score"": 582.0, ""sites"": [{""a_atom_idx"": 7, ""b_atom_idx"": 8, ""bond"": [7, 8]}], ""undocumented"": false}, {""alt_compound_ids"": [""Alkyl-O*"", ""Alkyl-OR"", ""Ar-O*"", ""CH3-OR""], ""compound_id"": ""Ar-OR"", ""count"": 4, ""rank_score"": 280.0, ""sites"": [{""a_atom_idx"": 2, ""b_atom_idx"": 1, ""bond"": [1, 2]}, {""a_atom_idx"": 4, ""b_atom_idx"": 5, ""bond"": [4, 5]}, {""a_atom_idx"": 9, ""b_atom_idx"": 10, ""bond"": [9, 10]}, {""a_atom_idx"": 12, ""b_atom_idx"": 13, ""bond"": [12, 13]}], ""undocumented"": false}]",Ar-Br;Ar-OR;Ar-OR;Ar-OR;Ar-OR,5,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
Pentafluorobromobenzene,Fc1c(F)c(F)c(Br)c(F)c1F,electrophile,Suzuki-Miyaura; SNAr,Extremely electron-poor; multiple fluorines,Fc1c(F)c(F)c(Br)c(F)c1F,True,,Fc1c(F)c(F)c(Br)c(F)c1F,True,6,Ar-Br;Ar-F;Ar-F;Ar-F;Ar-F;Ar-F,2,Ar-Br;Ar-F,"[{""compound_id"": ""Ar-Br"", ""count"": 1, ""rank_score"": 582.0, ""sites"": [{""a_atom_idx"": 6, ""b_atom_idx"": 7, ""bond"": [6, 7]}], ""undocumented"": false}, {""compound_id"": ""Ar-F"", ""count"": 5, ""rank_score"": 426.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}, {""a_atom_idx"": 2, ""b_atom_idx"": 3, ""bond"": [2, 3]}, {""a_atom_idx"": 4, ""b_atom_idx"": 5, ""bond"": [4, 5]}, {""a_atom_idx"": 8, ""b_atom_idx"": 9, ""bond"": [8, 9]}, {""a_atom_idx"": 10, ""b_atom_idx"": 11, ""bond"": [10, 11]}], ""undocumented"": false}]",Ar-Br;Ar-F;Ar-F;Ar-F;Ar-F;Ar-F,6,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
"1,3,5-Tribromobenzene",Brc1cc(Br)cc(Br)c1,electrophile,Suzuki-Miyaura,Polyhalogenated substrate; halogen_count=3,Brc1cc(Br)cc(Br)c1,True,,Brc1cc(Br)cc(Br)c1,True,3,Ar-Br;Ar-Br;Ar-Br,1,Ar-Br,"[{""compound_id"": ""Ar-Br"", ""count"": 3, ""rank_score"": 582.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}, {""a_atom_idx"": 3, ""b_atom_idx"": 4, ""bond"": [3, 4]}, {""a_atom_idx"": 6, ""b_atom_idx"": 7, ""bond"": [6, 7]}], ""undocumented"": false}]",Ar-Br;Ar-Br;Ar-Br,3,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
Pentafluorobromobenzene,Fc1c(F)c(F)c(Br)c(F)c1F,electrophile,Suzuki-Miyaura,Polyhalogenated with fluorine EWG; halogen_count=6,Fc1c(F)c(F)c(Br)c(F)c1F,True,,Fc1c(F)c(F)c(Br)c(F)c1F,True,6,Ar-Br;Ar-F;Ar-F;Ar-F;Ar-F;Ar-F,2,Ar-Br;Ar-F,"[{""compound_id"": ""Ar-Br"", ""count"": 1, ""rank_score"": 582.0, ""sites"": [{""a_atom_idx"": 6, ""b_atom_idx"": 7, ""bond"": [6, 7]}], ""undocumented"": false}, {""compound_id"": ""Ar-F"", ""count"": 5, ""rank_score"": 426.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}, {""a_atom_idx"": 2, ""b_atom_idx"": 3, ""bond"": [2, 3]}, {""a_atom_idx"": 4, ""b_atom_idx"": 5, ""bond"": [4, 5]}, {""a_atom_idx"": 8, ""b_atom_idx"": 9, ""bond"": [8, 9]}, {""a_atom_idx"": 10, ""b_atom_idx"": 11, ""bond"": [10, 11]}], ""undocumented"": false}]",Ar-Br;Ar-F;Ar-F;Ar-F;Ar-F;Ar-F,6,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
"2,5-Dichloropyridine",Clc1ccc(Cl)nc1,electrophile,Suzuki-Miyaura; Buchwald-Hartwig,Polyhalogenated heteroaryl; halogen_count=2,Clc1ccc(Cl)nc1,True,,Clc1ccc(Cl)nc1,True,5,HeteroAr-Cl;HeteroAr-Cl;HeteroAr-H;HeteroAr-H;HeteroAr-H,2,HeteroAr-Cl;HeteroAr-H,"[{""alt_compound_ids"": [""Ar-Cl""], ""compound_id"": ""HeteroAr-Cl"", ""count"": 2, ""rank_score"": 531.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}, {""a_atom_idx"": 4, ""b_atom_idx"": 5, ""bond"": [4, 5]}], ""undocumented"": false}, {""alt_compound_ids"": [""Ar-H""], ""compound_id"": ""HeteroAr-H"", ""count"": 3, ""rank_score"": 371.0, ""sites"": [{""a_atom_idx"": 2, ""b_atom_idx"": 8, ""bond"": [2, 8]}, {""a_atom_idx"": 3, ""b_atom_idx"": 9, ""bond"": [3, 9]}, {""a_atom_idx"": 7, ""b_atom_idx"": 10, ""bond"": [7, 10]}], ""undocumented"": false}]",HeteroAr-Cl;HeteroAr-Cl;HeteroAr-H;HeteroAr-H;HeteroAr-H,0,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 1, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [6], ""heteroaromatic"": true, ""heterocycle_types"": [""Pyridine""], ""is_heterocycle"": true, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
"2,6-Dichloro-iodobenzene",Ic1c(Cl)cccc1Cl,electrophile,Suzuki-Miyaura,Mixed halides with ortho substitution; halogen_count=3,Ic1c(Cl)cccc1Cl,True,,Clc1cccc(Cl)c1I,True,3,Ar-I;Ar-Cl;Ar-Cl,2,Ar-I;Ar-Cl,"[{""compound_id"": ""Ar-I"", ""count"": 1, ""rank_score"": 634.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}, {""compound_id"": ""Ar-Cl"", ""count"": 2, ""rank_score"": 477.0, ""sites"": [{""a_atom_idx"": 2, ""b_atom_idx"": 3, ""bond"": [2, 3]}, {""a_atom_idx"": 7, ""b_atom_idx"": 8, ""bond"": [7, 8]}], ""undocumented"": false}]",Ar-I;Ar-Cl;Ar-Cl,3,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
2-tert-Butylbromobenzene,Brc1ccccc1C(C)(C)C,electrophile,Suzuki-Miyaura,Sterically hindered ortho-tert-butyl,Brc1ccccc1C(C)(C)C,True,,CC(C)(C)c1ccccc1Br,True,2,Ar-Br;Ar-Alkyl,2,Ar-Br;Ar-Alkyl,"[{""compound_id"": ""Ar-Br"", ""count"": 1, ""rank_score"": 582.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}, {""compound_id"": ""Ar-Alkyl"", ""count"": 1, ""rank_score"": 274.0, ""sites"": [{""a_atom_idx"": 7, ""b_atom_idx"": 7, ""bond"": [7, 7]}], ""undocumented"": false}]",Ar-Br;Ar-Alkyl,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
"3,5-Diisopropylchlorobenzene",Clc1cc(C(C)C)ccc1C(C)C,electrophile,Suzuki-Miyaura,Multiple isopropyl substituents,Clc1cc(C(C)C)ccc1C(C)C,True,,CC(C)c1ccc(C(C)C)c(Cl)c1,True,3,Ar-Cl;Ar-Alkyl;Ar-Alkyl,2,Ar-Cl;Ar-Alkyl,"[{""compound_id"": ""Ar-Cl"", ""count"": 1, ""rank_score"": 477.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}, {""compound_id"": ""Ar-Alkyl"", ""count"": 2, ""rank_score"": 274.0, ""sites"": [{""a_atom_idx"": 4, ""b_atom_idx"": 4, ""bond"": [4, 4]}, {""a_atom_idx"": 10, ""b_atom_idx"": 10, ""bond"": [10, 10]}], ""undocumented"": false}]",Ar-Cl;Ar-Alkyl;Ar-Alkyl,3,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
"2,6-Dimethoxyiodobenzene",Ic1c(OC)cccc1OC,electrophile,Suzuki-Miyaura,Ortho-disubstituted with electron-donating groups,Ic1c(OC)cccc1OC,True,,COc1cccc(OC)c1I,True,3,Ar-I;Ar-OR;Ar-OR,2,Ar-I;Ar-OR,"[{""compound_id"": ""Ar-I"", ""count"": 1, ""rank_score"": 634.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}, {""alt_compound_ids"": [""Alkyl-O*"", ""Alkyl-OR"", ""Ar-O*"", ""CH3-OR""], ""compound_id"": ""Ar-OR"", ""count"": 2, ""rank_score"": 280.0, ""sites"": [{""a_atom_idx"": 2, ""b_atom_idx"": 3, ""bond"": [2, 3]}, {""a_atom_idx"": 8, ""b_atom_idx"": 9, ""bond"": [8, 9]}], ""undocumented"": false}]",Ar-I;Ar-OR;Ar-OR,3,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
