source_reaction_type,reactive_site_1_display_label,reactive_site_1_signature,reactive_site_1_center_class,reactive_site_1_attachment_class,reactive_site_1_alpha_branched,reactive_site_2_display_label,reactive_site_2_signature,reactive_site_2_center_class,reactive_site_2_attachment_class,reactive_site_2_alpha_branched,yield_pct,z_score,condition_recipe_id,condition_display,temperature_c,time_h,concentration_m,atmosphere,condition_identity_uncertainty,procedure_text
Buchwald-Hartwig,AromN–H,XH|N_aromatic|H1|HeteroAr,,,,Ar–Cl,LG|Ar|Cl,,,,0,-1.05,RCR1:64f4d9d2ebccccd10cabdfae08ab53afafafb5592db3ffc742901c936df63145,XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand]; K3PO4 [base]; PhMe [solvent]; water [solvent],,,,,true,
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,100,1.42,RCR1:4932734fcb2e822d1d7fecace2b204d91e8a409f45038f0d5b102acaac29ff7c,CuI [catalyst]; No ligand; K3PO4 [base]; DMSO [solvent]; water [additive],95,10,,,false,10 h at 95 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,95.74,1.28,RCR1:8263375e43f81615f9b19233b48b81d3dc6379e1e31d3d377760b1d3d180b2a7,CuI [catalyst]; No ligand; K3PO4 [base]; DMSO [solvent]; water [additive],95,7,,,false,7 h at 95 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,75.29,0.6,RCR1:28ba02664b6be6044c3a7e832eafb46ae6bcff98b2048b812dc12f950a7e616b,Cu2O [catalyst]; No ligand; K3PO4 [base]; PrOH [solvent]; water [solvent]; water [additive],105,19,,,true,19 h at 105 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,93.87,1.22,RCR1:ca6c5a78987bb4d3b07ba2b98e5ac7585c2cb4d63593b069a134c566ebb2d022,Cu2O [catalyst]; No ligand; K3PO4 [base]; BuOH [solvent]; DMSO [solvent],105,21.5,,,true,21.5 h at 105 °C
CN-Coupling,ROC(O)NR2,,,,,Ar–I,LG|Ar|I,,,,78.52,1.4,RCR1:eee648e93d5fc5381227384cbfd736c29b36b2ea6533018ae05117a3904abe8d,CuI [catalyst]; trans-NN-Dimethylcyclohexane-12-diamine [ligand]; Cs2CO3 [base]; PhMe [solvent],85,6,,,true,6 h at 85 °C
CN-Coupling,ROC(O)NR2,,,,,Ar–I,LG|Ar|I,,,,63.09,0.78,RCR1:f26e69b9da05ef5e5e17213381b89ab8ab9b0e2f79e7ee3bad409fc4998c5c1f,CuI [catalyst]; trans-NN-Dimethylcyclohexane-12-diamine [ligand]; NaOtBu [base]; PhMe [solvent],85,15,,,true,15 h at 85 °C
CN-Coupling,ROC(O)NR2,,,,,Ar–I,LG|Ar|I,,,,0,-1.75,RCR1:9f447d2dbecd067f04ea37750d0f9d74f2ea6bb960ac32e613ca8f0cadbb9549,CuI [catalyst]; trans-NN-Dimethylcyclohexane-12-diamine [ligand]; Cs2CO3 [base]; MeTHF [solvent]; water [additive],,,,,true,
CN-Coupling,ROC(O)NR2,,,,,Ar–I,LG|Ar|I,,,,84.01,1.62,RCR1:a92f1ce6b598b3675ceaab96a12bd8c62969574a835551e4fd1ed1c319f94cf5,CuI [catalyst]; trans-NN-Dimethylcyclohexane-12-diamine [ligand]; Cs2CO3 [base]; tAmOH [solvent]; TBAB [additive],85,26,,,true,26 h at 85 °C
CN-Coupling,ROC(O)NR2,,,,,Ar–I,LG|Ar|I,,,,95.74,2.09,RCR1:e49bf44d6abafe50cf7166763befec10a552662f2098d2b9b46e458a7181c6e3,CuI [catalyst]; trans-NN-Dimethylcyclohexane-12-diamine [ligand]; K2CO3 [base]; tAmOH [solvent]; TBAB [additive],85,21,,,true,21 h at 85 °C
CN-Coupling,ROC(O)NR2,,,,,Ar–I,LG|Ar|I,,,,5.26,-1.53,RCR1:137697e51397e727a64665abe3c5512b87d6ba480ee7c7e5bb8a82ad12e0971b,CuI [catalyst]; No ligand; K2CO3 [base]; tAmOH [solvent],85,4.5,,,true,4.5 h at 85 °C
CN-Coupling,ROC(O)NR2,,,,,Ar–I,LG|Ar|I,,,,54.31,0.43,RCR1:49b0b0e75f7f338bfa6f418b0f44bc2dd246047e738ae6da4ce1a6e9c3d4bd64,CuI [catalyst]; trans-NN-Dimethylcyclohexane-12-diamine [ligand]; DBU [base]; MeCN [solvent],75,16,,,true,16 h at 75 °C
CN-Coupling,ROC(O)NR2,,,,,Ar–I,LG|Ar|I,,,,50.79,0.29,RCR1:46f2cfabc2781e5131c167c297bd4220bc8da0d22c2a48e4f1a74a064ecc35c4,CuBr [catalyst]; trans-NN-Dimethylcyclohexane-12-diamine [ligand]; DBU [base]; THF [solvent]; TBAB [additive],,,,,true,"22 h at 80 °C, then 24 h at 85 °C"
CN-Coupling,ROC(O)NR2,,,,,Ar–I,LG|Ar|I,,,,34.84,-0.35,RCR1:78db7f2497515e6319223b81dc50d300fac0f0ef714980b8ec69a65910555ba8,CuI [catalyst]; trans-NN-Dimethylcyclohexane-12-diamine [ligand]; DBU [base]; MeCN [solvent],75,21,,,true,21 h at 75 °C
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Ar–B(OH)₂,TM|Ar|B(OH)2,,,,75.8,0.34,RCR1:af48ae5ed20e085c7df40de4a671d3155b3a4b2e5327ff02f3189943b57118fe,PPh3)2PdCl2 [catalyst]; PPh3 [ligand]; Cs2CO3 [base]; PhMe [solvent],85,14,,,true,14 h at 85 °C
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Ar–B(OH)₂,TM|Ar|B(OH)2,,,,89.04,-0.29,RCR1:776c3ed7efed94b3248be99d1a141bcb67885fc156b8e319bff8951f334f042d,PPh3)2PdCl2 [catalyst]; PPh3 [ligand]; Na2CO3 [base]; PhMe [solvent]; water [solvent],85,24,,,true,24 h at 85 °C
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Ar–B(OH)₂,TM|Ar|B(OH)2,,,,54.96,0.53,RCR1:560b9d83a2f9e45719d46cb2b60739823a7bad7fa8412545e53c9f52123d9335,PPh3)2PdCl2 [catalyst]; PPh3 [ligand]; K2CO3 [base]; PhMe [solvent]; water [solvent],85,20,,,true,20 h at 85 °C
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Ar–B(OH)₂,TM|Ar|B(OH)2,,,,7.76,-2.39,RCR1:560b9d83a2f9e45719d46cb2b60739823a7bad7fa8412545e53c9f52123d9335,PPh3)2PdCl2 [catalyst]; PPh3 [ligand]; K2CO3 [base]; PhMe [solvent]; water [solvent],85,20,,,true,20 h at 85 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R¹R²–NH (≥1 α-C branched),"XH|N|H1|Alkyl,Alkyl",secondary,,true,0,-0.4,RCR1:e2269407a110be3777d867d14040459ea92826abcf2373a2f879ccd4035cffe0,rac-BINAP Pd G3 [catalyst]; BINAP [ligand]; LiHMDS [base]; PhMe [solvent],,,,,true,
Buchwald-Hartwig,Ar–Cl,LG|Ar|Cl,,,,Ar–NH₂,XH|N|H2|Ar,primary,,,91.65,0.69,RCR1:a17bae2f0602a79a4bef2fa8f8d411814f786d35fa75205ceff33d7a9c6ec582,BrettPhos Pd(crotyl)OTf [catalyst]; BrettPhos [ligand]; KOAc [base]; Dioxane [solvent],60,20,,,true,20 h at 60 °C
Buchwald-Hartwig,Ar–Cl,LG|Ar|Cl,,,,Ar–NH₂,XH|N|H2|Ar,primary,,,64.37,-0.51,RCR1:c8169199f5a0648674d4fa387ab0f3055600df97fe403fdff8a6f33bc8e0c0c7,tBuBrettPhos Pd(allyl)OTf [catalyst]; tBuBrettPhos [ligand]; KOAc [base]; PhMe [solvent]; TBAB [additive],60,16,,,true,16 h at 60 °C
Buchwald-Hartwig,Ar–Cl,LG|Ar|Cl,,,,Ar–NH₂,XH|N|H2|Ar,primary,,,76.32,0.02,RCR1:6cff510cf7d5266abf803f63b65a2be0aac613d9b6d085e658c6ab5f79c5d008,tBuBrettPhos Pd(allyl)OTf [catalyst]; tBuBrettPhos [ligand]; K3PO4 [base]; PhMe [solvent]; water [solvent],60,0.5,,,true,0.5 h at 60 °C
Buchwald-Hartwig,Ar–Cl,LG|Ar|Cl,,,,Ar–NH₂,XH|N|H2|Ar,primary,,,91.4,0.68,RCR1:31b657e56e663f761ac7f9fb64965a327de025694c0201366f238fb4fd65b3b0,tBuBrettPhos Pd(allyl)OTf [catalyst]; tBuBrettPhos [ligand]; K3PO4 [base]; MeCN [solvent]; water [solvent],60,23,,,true,23 h at 60 °C
Buchwald-Hartwig,Ar–Cl,LG|Ar|Cl,,,,Ar–NH₂,XH|N|H2|Ar,primary,,,94.03,0.8,RCR1:31b657e56e663f761ac7f9fb64965a327de025694c0201366f238fb4fd65b3b0,tBuBrettPhos Pd(allyl)OTf [catalyst]; tBuBrettPhos [ligand]; K3PO4 [base]; MeCN [solvent]; water [solvent],60,23,,,true,23 h at 60 °C
Buchwald-Hartwig,Ar–Cl,LG|Ar|Cl,,,,Ar–NH₂,XH|N|H2|Ar,primary,,,91.44,0.68,RCR1:9218d08659e0eb22d73971c6870dee14e1027cc2b9d901a5214d25c9e643ee87,tBuBrettPhos Pd(allyl)OTf [catalyst]; tBuBrettPhos [ligand]; K3PO4 [base]; MeCN [solvent]; water [solvent],,,,,true,"1 h at 60 °C, then 22 h at 25 °C"
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Alkenyl–B(OR)₂,TM|Alkenyl|B(OR)2,,,,6.97,-0.26,RCR1:2e23c00325523a24eb5adc5f74c79ff9c38b17cf1978386b240bc2795b289780,PPh3)2PdCl2 [catalyst]; PPh3 [ligand]; K3PO4 [base]; PhMe [solvent]; water [solvent],60,15,,,true,15 h at 60 °C
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Alkenyl–B(OR)₂,TM|Alkenyl|B(OR)2,,,,0,-0.94,RCR1:d7501ed524c6b11e7493781792b7fde078835ee89eaad7a9c1ac6f0cab8d3c84,AmPhos Pd(crotyl)Cl [catalyst]; AmPhos [ligand]; K3PO4 [base]; PhMe [solvent]; water [solvent],,,,,true,
Buchwald-Hartwig,Ar–NH₂,XH|N|H2|Ar,primary,,,Ar–Cl,LG|Ar|Cl,,,,9.72,0.86,RCR1:ab03b2c3ecb738c943b86c18db8a68d6bcf594aad79b32391f0f9f332786dc73,BrettPhos Pd(crotyl)OTf [catalyst]; BrettPhos [ligand]; K2CO3 [base]; PhMe [solvent],90,18.5,,,true,18.5 h at 90 °C
Buchwald-Hartwig,Ar–NH₂,XH|N|H2|Ar,primary,,,Ar–Cl,LG|Ar|Cl,,,,5.45,0.17,RCR1:e5f84c542fbb270dca0eec6930cadd966243483a0ea3be9cde74c8d9925dcdc4,BrettPhos Pd(crotyl)OTf [catalyst]; BrettPhos [ligand]; K2CO3 [base]; Dioxane [solvent]; water [solvent],125,16,,,true,16 h at 125 °C
Buchwald-Hartwig,Ar–NH₂,XH|N|H2|Ar,primary,,,Ar–Cl,LG|Ar|Cl,,,,0,-0.71,RCR1:454879f03e55edf24a6c03d1827db57353f2b977763e25f07e4e6f2d08239d27,QPhos Pd(crotyl)Cl [catalyst]; QPhos [ligand]; K3PO4 [base]; o-Xylene [solvent],,,,,true,
CO-Coupling,Ar–Br,LG|Ar|Br,,,,Ar–OH,XH|O|H1|Ar,,,,0,-0.37,RCR1:4363db61d65449413f1901dfc7683937001358c97e7b55dfca816c6f187745d0,QPhos Pd(crotyl)Cl [catalyst]; QPhos [ligand]; K3PO4 [base]; Dioxane [solvent],,,,,true,
Suzuki-Miyaura,Alkenyl–B(OR)₂,TM|Alkenyl|B(OR)2,,,,Ar–Br,LG|Ar|Br,,,,41.98,0.74,RCR1:df9ca3f7c2981cca9bc7670112ba90ab45110f3971bb5883d384b16e5dbb072f,dpppPdCl2 [catalyst]; dppp [ligand]; K3PO4 [base]; PhMe [solvent]; water [solvent],60,3,,,true,3 h at 60 °C
Suzuki-Miyaura,Alkenyl–B(OR)₂,TM|Alkenyl|B(OR)2,,,,Ar–Br,LG|Ar|Br,,,,1.84,-1.64,RCR1:d2766ef13dca13ba456bc2433cf5f2b65d005567667b6321cf03789b2471f249,dpppPdCl2 [catalyst]; dppp [ligand]; K3PO4 [base]; PhMe [solvent]; water [solvent],60,1,,,true,1 h at 60 °C
Suzuki-Miyaura,Ar–I,LG|Ar|I,,,,Ar–B(OR)₂,TM|Ar|B(OR)2,,,,4.74,-0.86,RCR1:23eeae4323748c6994260827a34484ac55c1e5115b1bb551290443498046f0dd,P(tBu)3 Pd(crotyl)Cl [catalyst]; P(tBu)3 [ligand]; K2CO3 [base]; PhMe [solvent]; water [additive],100,4,,,true,4 h at 100 °C
Suzuki-Miyaura,Ar–I,LG|Ar|I,,,,Ar–B(OR)₂,TM|Ar|B(OR)2,,,,68.78,1.68,RCR1:f5ce6cbc8e58a6e6cf3d48295f1f56c4d59aff06db516205971172b4e9fb746b,PPh3)2PdCl2 [catalyst]; PPh3 [ligand]; Cs2CO3 [base]; PhMe [solvent],100,6,,,true,6 h at 100 °C
Buchwald-Hartwig,Ar–I,LG|Ar|I,,,,Ar–NH–R,"XH|N|H1|Ar,Alkyl",secondary,,,34.81,1.77,RCR1:5f4532060aa0809b60ccf78bfbba6e1141e5e871b64d518925a8ec3fb83e367d,XantPhos Pd G2 [catalyst]; XantPhos [ligand]; K3PO4 [base]; PhMe [solvent],80,24,,,false,24 h at 80 °C
Buchwald-Hartwig,Ar–I,LG|Ar|I,,,,Ar–NH–R,"XH|N|H1|Ar,Alkyl",secondary,,,0.41,-0.61,RCR1:e0c1c4365dd943899dffedbb6572446b3ab75445e6a7fb605b334e5b90226206,rac-BINAP Pd G3 [catalyst]; BINAP [ligand]; LiHMDS [base]; PhMe [solvent],,,,,true,"3 h at 60 °C, then 16 h at 80 °C"
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Ar–B(OR)₂,TM|Ar|B(OR)2,,,,58.02,1.43,RCR1:7622ac1ccb4f4a0d26049f48861c6d98f650324cd216632a660ff180a2577054,AmPhos2PdCl2 [catalyst]; AmPhos [ligand]; K2CO3 [base]; PhMe [solvent]; water [solvent],100,18.5,,,true,18.5 h at 100 °C
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Ar–BF₃K,TM|Ar|BF3K,,,,15.03,-0.73,RCR1:c5ffa534bec77f23e9676a50b6090f6b4c139194b1083205f58519a952074c69,PPh3)2PdCl2 [catalyst]; PPh3 [ligand]; PhMe [solvent]; water [solvent],100,20,,,true,20 h at 100 °C
Suzuki-Miyaura,Alkenyl–B(OR)₂,TM|Alkenyl|B(OR)2,,,,Ar–Cl,LG|Ar|Cl,,,,79.46,-0.09,RCR1:71a852705b52c51aad4ca781ee6ba2bf10c28106f3ed168d9089d23bdc808f57,dppfPdCl2 [catalyst]; dppf [ligand]; K3PO4 [base]; Dioxane [solvent]; water [solvent],35,1,,,true,1 h at 35 °C
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Ar–B(OH)₂,TM|Ar|B(OH)2,,,,44.03,-0.03,RCR1:7622ac1ccb4f4a0d26049f48861c6d98f650324cd216632a660ff180a2577054,AmPhos2PdCl2 [catalyst]; AmPhos [ligand]; K2CO3 [base]; PhMe [solvent]; water [solvent],100,18.5,,,true,18.5 h at 100 °C
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Ar–B(OH)₂,TM|Ar|B(OH)2,,,,0,-1.73,RCR1:6e2cfafca7e69656523e4cc9462e7facc9258b224bbbfa29bc5f1375dc37c9bb,dtbpfPdCl2 [catalyst]; dtbpf [ligand]; K3PO4 [base]; tAmOH [solvent]; water [solvent],,,,,true,
Amide coupling,R–C(O)OH,EC|Acyl|Alkyl|OH|latent,,,,R–NH₂,XH|N|H2|Alkyl,primary,,,9.04,-0.31,RCR1:72e7c91380a1e4a7a382b8311570630fc1e027309040685f9dd45458f104f94e,No ligand; DBU [base]; MeCN [solvent]; PyBrOP [coupling_reagent],25,1,,,false,1 h at 25 °C
Buchwald-Hartwig,Ar–OSO₂R,LG|Ar|OSO2R,,,,R–NH₂,XH|N|H2|Alkyl,primary,,,57.89,2.29,RCR1:0af38348fcd377530390904f96158e8635b361421ef7b43374b617566d4bd931,AlphosPd)2cod [catalyst]; AlPhos [ligand]; Cs2CO3 [base]; PhMe [solvent]; water [additive],80,21,,,true,21 h at 80 °C
Buchwald-Hartwig,Ar–OSO₂R,LG|Ar|OSO2R,,,,R–NH₂,XH|N|H2|Alkyl,primary,,,2.59,-0.63,RCR1:487afc2201550bc73ebe2bc2b18a16d92407921fac4b2dce768794189f97410e,BrettPhos Pd(crotyl)OTf [catalyst]; BrettPhos [ligand]; Cs2CO3 [base]; PhMe [solvent]; water [additive],,,,,true,"1 h at 60 °C, then 1 h at 80 °C"
Buchwald-Hartwig,R–NH₂,XH|N|H2|Alkyl,primary,,,Ar–OSO₂R,LG|Ar|OSO2R,,,,0,-0.9,RCR1:262e0dc3a9639763a4174fe7762eabca3ff610c3d555f16bcd59495c584c3a15,AlphosPd)2cod [catalyst]; AlPhos [ligand]; Cs2CO3 [base]; PhMe [solvent]; water [additive],,,,,true,
Buchwald-Hartwig,R–NH₂,XH|N|H2|Alkyl,primary,,,Ar–OSO₂R,LG|Ar|OSO2R,,,,0.3,-0.89,RCR1:a49bbe7a74590aec145d705ceb857d6fed81676734c943dacbb54b3e8804ed3f,BrettPhos Pd(crotyl)OTf [catalyst]; BrettPhos [ligand]; NaOtBu [base]; PhMe [solvent],60,1,,,true,1 h at 60 °C
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Ar–B(OR)₂,TM|Ar|B(OR)2,,,,0,-0.33,RCR1:44744b18915a0ef47455375049e262beabec609867029195d869f7111c0d536b,dppfPdCl2 [catalyst]; dppf [ligand]; K3PO4 [base]; PhMe [solvent]; water [solvent],,,,,true,
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Ar–B(OH)₂,TM|Ar|B(OH)2,,,,17.28,0.17,RCR1:765041ddb1f542bce71ba657c1c6a48a799a80d3e3f01e7225c586787259874d,dppfPdCl2 [catalyst]; dppf [ligand]; K3PO4 [base]; anisole [solvent]; water [solvent],60,3.5,,,true,3.5 h at 60 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R¹R²–NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,0,-0.42,RCR1:299e09767a285e8c6d2a6aa922a2f32ec09aab10106978839e8226b05c3f61f3,QPhos Pd(crotyl)Cl [catalyst]; QPhos [ligand]; Cs2CO3 [base]; PhMe [solvent]; water [additive],,,,,true,
Buchwald-Hartwig,AromN–H,XH|N_aromatic|H1|HeteroAr,,,,Ar–Cl,LG|Ar|Cl,,,,0,-1,RCR1:30e07c84bc94bc5451a440335cf6f6719005d9dd1c3385fd630d2dd8fc576402,cBridP Pd(allyl)Cl [catalyst]; cBridP [ligand]; K3PO4 [base]; tAmOH [solvent],,,,,true,
Buchwald-Hartwig,AromN–H,XH|N_aromatic|H1|HeteroAr,,,,Ar–Cl,LG|Ar|Cl,,,,5.92,0.29,RCR1:13c445cb00dbf2824777b714151d49d773b069030b1ef0b4b63dfc79434888cc,XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand]; K3PO4 [base]; tAmOH [solvent]; water [additive],85,23,,,true,23 h at 85 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,AromN–H,XH|N_aromatic|H1|HeteroAr,,,,0,-0.33,RCR1:2c82bbf487f1fb0e1c1f1219d21a2103d8bcfb5a903f08d7a1c336ba7d4ff50c,CuI [catalyst]; Salicylaldoxime [ligand]; Cs2CO3 [base]; PhMe [solvent],,,,,false,
Suzuki-Miyaura,Ar–B(OR)₂,TM|Ar|B(OR)2,,,,Ar–Br,LG|Ar|Br,,,,0,-0.54,RCR1:fd4ccda962c8d2fd2ab7d246f1c83f97c194bcefca63b9e83ec21369424bb90e,XPhos Pd G2 [catalyst]; XPhos [ligand]; NaHCO3 [base]; PhMe [solvent]; water [additive],,,,,false,
Buchwald-Hartwig,Ar–NH₂,XH|N|H2|Ar,primary,,,Ar–Br,LG|Ar|Br,,,,32.48,0.67,RCR1:7678b756883ba414b580297f6db499e07be1f41d0b0296792aac1f8d65ae4321,XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand]; K3PO4 [base]; PhMe [solvent]; water [solvent],80,22,,,true,22 h at 80 °C
Buchwald-Hartwig,Ar–NH₂,XH|N|H2|Ar,primary,,,Ar–Br,LG|Ar|Br,,,,27.16,0.4,RCR1:6f830800a135f597e7c4c51ac7ba685344e1f02b69e79d594ddaa792d3d94393,(R)-BINAP Pd(allyl)Cl [catalyst]; BINAP [ligand]; NaOtBu [base]; PhMe [solvent],80,20,,,true,20 h at 80 °C
Amide coupling,R¹R²–NH (≥1 α-C branched),"XH|N|H1|Alkyl,Alkyl",secondary,,true,R–C(O)OH,EC|Acyl|Alkyl|OH|latent,,,,12.22,-1.84,RCR1:14ba02408df3998557f24c7eb02bb22745ed4c82176f8f1dd93506f57b68d6a2,No ligand; NMM [base]; DCM [solvent]; HOSu [additive]; EDC [coupling_reagent],,,,,true,"4 h at 21 °C, then 68 h at 25 °C"
Amide coupling,R¹R²–NH (≥1 α-C branched),"XH|N|H1|Alkyl,Alkyl",secondary,,true,R–C(O)OH,EC|Acyl|Alkyl|OH|latent,,,,89.56,0.93,RCR1:28bbce3c24674717401740461c471287e4b5a8038b84e62e5b4a1827f9fe2377,No ligand; PhMe [solvent]; xylenes [solvent]; HOPO [additive]; DIC [coupling_reagent],25,20,,,false,20 h at 25 °C
Amide coupling,R¹R²–NH (≥1 α-C branched),"XH|N|H1|Alkyl,Alkyl",secondary,,true,R–C(O)OH,EC|Acyl|Alkyl|OH|latent,,,,83.66,0.72,RCR1:8ee09323a42e4b6351c3a66c743f2307de72828e913b3f7897037d5e047da76f,No ligand; acetone [solvent]; PhMe [solvent]; HOPO [additive]; DIC [coupling_reagent],21,23,,,false,23 h at 21 °C
Amide coupling,R¹R²–NH (≥1 α-C branched),"XH|N|H1|Alkyl,Alkyl",secondary,,true,R–C(O)OH,EC|Acyl|Alkyl|OH|latent,,,,25.71,-1.36,RCR1:993295a18937aee3d5f153e58f6aed1a7a23c4d519dd6181aab7de275327ea21,No ligand; anisole [solvent]; DMI [solvent]; DIC [coupling_reagent],21,21,,,false,21 h at 21 °C
Amide coupling,R¹R²–NH (≥1 α-C branched),"XH|N|H1|Alkyl,Alkyl",secondary,,true,R–C(O)OH,EC|Acyl|Alkyl|OH|latent,,,,54.02,-0.35,RCR1:0a722e9e7436f6e83c1e527d0e5c66f52d44a8caf5fd21b0be433f2a02d98a79,No ligand; DMI [solvent]; iPrOAc [solvent]; HOPO [additive]; DIC [coupling_reagent],,,,,false,"4 h at 21 °C, then 0 h at 25 °C, then 64 h at 21 °C"
Suzuki-Miyaura,Ar–I,LG|Ar|I,,,,Ar–B(OR)₂,TM|Ar|B(OR)2,,,,0,-1.07,RCR1:27f163f1d8e570578b27f6f26a3d5e986e8baddf1b1f3dafea2b0ecae60758ac,PPh3)2PdCl2 [catalyst]; PPh3 [ligand]; K3PO4 [base]; PhMe [solvent]; water [solvent],,,,,true,
Suzuki-Miyaura,Ar–I,LG|Ar|I,,,,Ar–B(OR)₂,TM|Ar|B(OR)2,,,,25.09,0.71,RCR1:b506783ff2296714125991c6cdd5608679addc0cf15bf97b81369da22ba725ae,XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand]; K3PO4 [base]; Dioxane [solvent]; water [solvent],,,,,true,"2 h at 60 °C, then 13.5 h at 80 °C"
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Ar–B(OH)₂,TM|Ar|B(OH)2,,,,73.91,0.59,RCR1:6ae976a504eb1f7d12fda9555900f73b05cd2cf4a8b7ff078aee5f07b731f0cd,dppfPdCl2 [catalyst]; dppf [ligand]; K3PO4 [base]; iPrOAc [solvent]; water [solvent],60,2.25,,,true,2.25 h at 60 °C
Suzuki-Miyaura,Ar–Cl,LG|Ar|Cl,,,,Ar–B(OH)₂,TM|Ar|B(OH)2,,,,17.94,0.37,RCR1:9e26d678b698ecf8d4c91dd72183e467032017d3e20cbc17ccbe6195f9f8dedb,dtbpfPdCl2 [catalyst]; dtbpf [ligand]; Li2CO3 [base]; anisole [solvent]; water [additive],,,,,true,"4 h at 40 °C, then 13 h at 80 °C"
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R–C(O)–NH₂,XH|N|H2|C(O)R,primary,,,8.94,-0.36,RCR1:663d7b8cd17643fb8b9720dde7de076bdc5af3f4e31c1c1f36e105fa5e700c1d,CuI [catalyst]; trans-NN-Dimethylcyclohexane-12-diamine [ligand]; Cs2CO3 [base]; tAmOH [solvent]; water [additive],105,4,,,true,4 h at 105 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R¹R²–NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,0,-0.56,RCR1:1683c6b53fa38b95900769fbfc3f695f9286f2791976d2ca44cfe146387c9fd6,RuPhos Pd G4 [catalyst]; RuPhos [ligand]; Cs2CO3 [base]; MeCN [solvent]; water [additive],,,,,false,
Suzuki-Miyaura,Ar–Cl,LG|Ar|Cl,,,,Ar–B(OR)₂,TM|Ar|B(OR)2,,,,40.8,1.25,RCR1:16dec4effe176cbdf952a673ba62022292f702a5fbb9468b7e4dbb54d9412cfc,dppfPdCl2 [catalyst]; dppf [ligand]; Cs2CO3 [base]; PhMe [solvent]; water [additive],,,,,true,"3 h at 60 °C, then 13 h at 80 °C"
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Alkenyl–B(OR)₂,TM|Alkenyl|B(OR)2,,,,47.36,-0.41,RCR1:6c6bb57e50ad9b63b14c09be781973467eb42651f937bf725ece67ccf857fe7f,PPh3)2PdCl2 [catalyst]; PPh3 [ligand]; K3PO4 [base]; iPrOH [solvent]; water [solvent],90,19,,,true,19 h at 90 °C
Buchwald-Hartwig,Ar–NH₂,XH|N|H2|Ar,primary,,,Ar–Cl,LG|Ar|Cl,,,,3.15,-0.86,RCR1:b6bcaf3444f055b68ddd307eb5958bf5a1f8db3b567e479681fbf1d17039693b,QPhos Pd(crotyl)Cl [catalyst]; QPhos [ligand]; Cs2CO3 [base]; MeCN [solvent]; water [additive],80,17.5,,,true,17.5 h at 80 °C
Buchwald-Hartwig,Ar–NH₂,XH|N|H2|Ar,primary,,,Ar–Cl,LG|Ar|Cl,,,,73.64,1,RCR1:b28549a4ef742b8b073c6adc273f0e3f5fd9f0875676360795683d8c3b8735a3,tBuBrettPhos Pd(allyl)OTf [catalyst]; tBuBrettPhos [ligand]; Cs2CO3 [base]; MeCN [solvent]; water [additive],,,,,true,"1 h at 60 °C, then 3 h at 80 °C"
Suzuki-Miyaura,Ar–Cl,LG|Ar|Cl,,,,Ar–B(OH)₂,TM|Ar|B(OH)2,,,,14.69,-1.73,RCR1:00dbd2af9ded0c451ef458d8ee40cc703d637f98b97cc6eb2daf8f6337d4635d,dtbpfPdCl2 [catalyst]; dtbpf [ligand]; Li2CO3 [base]; iPrOH [solvent]; water [additive],,,,,true,"2 h at 40 °C, then 16 h at 80 °C"
