reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-138-CAS-2914869,31-138-CAS-2914869,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,71,,,CC(C)[CH2][AlH][CH2]C(C)C.COC(=O)[C@H](CO)NC(=O)OC(C)(C)C,CC(C)(C)OC(=O)N1[C@H](C=O)COC1(C)C,CC(C)[CH2][AlH][CH2]C(C)C.COC(=O)[C@H](CO)NC(=O)OC(C)(C)C>>CC(C)(C)OC(=O)N1[C@H](C=O)COC1(C)C,Caged Ceramide 1-Phosphate Analogs: Synthesis and Properties,"Lankalapalli, Ravi S.; Ouro, Alberto; Arana, Lide; Gomez-Munoz, Antonio; Bittman, Robert","Journal of Organic Chemistry (2009), 74(22), 8844-8847","Caged Ceramide 1-Phosphate Analogs: Synthesis and Properties | Lankalapalli, Ravi S.; Ouro, Alberto; Arana, Lide; Gomez-Munoz, Antonio; Bittman, Robert | Journal of Organic Chemistry (2009), 74(22), 8844-8847","1191-15-7, 2766-43-0",102308-32-7,7647-01-0,,"108-88-3, 67-56-1, 7732-18-5",,,,,,"(S)-tert-Butyl-4-formyl-2,2-dimethyloxazolidine-3-carboxylate (3). A solution of N-Boc-( S)-serine methyl ester (12.0 g, 46.3 mmol) in toluene (100 mL) was cooled to -78 °C under nitrogen. To the cooled solution was slowly added DIBAL-H (83 mL, a 1.5 M solution in toluene). The reaction mixture was stirred for 2 h at -78 °C, and the reaction was quenched by slowly adding 100 mL of cold MeOH. The resulting white emulsion was slowly poured into 200 mL of ice-cold 1 M HCl with swirling over 20 min, and the aqueous mixture was extracted with EtOAc (3 x 120 mL). The combined organic layers were washed with brine (150 mL), dried (Na2SO4), and concentrated to give the crude product as a colorless oil, which was vacuum distilled to provide aldehyde 3 (7.5 g, 71%) as a colorless liquid. bp 115-125 °C (9.0 mm Hg).",3,1,71,,,,,,,"{""1"": 71}","[{""index"": 1, ""cas_rn"": ""1191-15-7"", ""smiles"": ""CC(C)[CH2][AlH][CH2]C(C)C""}, {""index"": 2, ""cas_rn"": ""2766-43-0"", ""smiles"": ""COC(=O)[C@H](CO)NC(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""102308-32-7"", ""yield_pct"": ""71"", ""smiles"": ""CC(C)(C)OC(=O)N1[C@H](C=O)COC1(C)C""}]","[{""index"": 1, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""67-56-1""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",,
31-517-CAS-12792299,31-517-CAS-12792299,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,67,,,O=C(Oc1ccccc1)c1ccccc1,O=Cc1ccccc1,O=C(Oc1ccccc1)c1ccccc1>>O=Cc1ccccc1,Lithium diisobutylpiperidinohydroaluminate (LDBPA) as a mild and efficient reducing agent for the conversion of ester to aldehyde,"Ahn, Jin Hee; Song, Jeong In; Ahn, Jeong Eun; An, Duk Keun","Bulletin of the Korean Chemical Society (2005), 26(3), 377-378","Lithium diisobutylpiperidinohydroaluminate (LDBPA) as a mild and efficient reducing agent for the conversion of ester to aldehyde | Ahn, Jin Hee; Song, Jeong In; Ahn, Jeong Eun; An, Duk Keun | Bulletin of the Korean Chemical Society (2005), 26(3), 377-378",93-99-2,100-52-7,"873106-49-1, 7647-01-0",,"109-99-9, 110-54-3, 7732-18-5",,,,,,,2,1,67,,,,,,,"{""1"": 67}","[{""index"": 1, ""cas_rn"": ""93-99-2"", ""smiles"": ""O=C(Oc1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""100-52-7"", ""yield_pct"": ""67"", ""smiles"": ""O=Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""873106-49-1""}, {""index"": 2, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""110-54-3""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",chemoselective,
31-517-CAS-1279772,31-517-CAS-1279772,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,5,,,CCOC(=O)c1ccc(F)cc1.CC(C)OC(=O)c1ccccc1,O=Cc1ccccc1.O=Cc1ccc(F)cc1,CCOC(=O)c1ccc(F)cc1.CC(C)OC(=O)c1ccccc1>>O=Cc1ccccc1.O=Cc1ccc(F)cc1,Application of Flow Chemistry to the Selective Reduction of Esters to Aldehydes,"Munoz, Juan de M.; Alcazar, Jesus; de la Hoz, Antonio; Diaz-Ortiz, Angel","European Journal of Organic Chemistry (2012), 2012(2), 260-263, S260/1-S260/8","Application of Flow Chemistry to the Selective Reduction of Esters to Aldehydes | Munoz, Juan de M.; Alcazar, Jesus; de la Hoz, Antonio; Diaz-Ortiz, Angel | European Journal of Organic Chemistry (2012), 2012(2), 260-263, S260/1-S260/8","451-46-7, 939-48-0","100-52-7, 459-57-4",77299-63-9,,108-88-3,,,,,,,1,1,5,29,,,,,,"{""1"": 5, ""2"": 29}","[{""index"": 1, ""cas_rn"": ""451-46-7"", ""smiles"": ""CCOC(=O)c1ccc(F)cc1""}, {""index"": 2, ""cas_rn"": ""939-48-0"", ""smiles"": ""CC(C)OC(=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""100-52-7"", ""yield_pct"": ""5"", ""smiles"": ""O=Cc1ccccc1""}, {""index"": 2, ""cas_rn"": ""459-57-4"", ""yield_pct"": ""29"", ""smiles"": ""O=Cc1ccc(F)cc1""}]","[{""index"": 1, ""cas_rn"": ""77299-63-9""}]",[],"[{""index"": 1, ""cas_rn"": ""108-88-3""}]","chemoselective, alternative preparation shown, flow system, Vapourtec R2+R4 unit used",
31-517-CAS-12807584,31-517-CAS-12807584,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,94,,,COC(=O)[C@@H]1COC(C)(C)N1S(=O)(=O)c1ccc(C)cc1,Cc1ccc(S(=O)(=O)N2[C@H](C=O)COC2(C)C)cc1,COC(=O)[C@@H]1COC(C)(C)N1S(=O)(=O)c1ccc(C)cc1>>Cc1ccc(S(=O)(=O)N2[C@H](C=O)COC2(C)C)cc1,Pericyclic Cascade with Chirality Transfer: Reaction Pathway and Origin of Enantioselectivity of the Hetero-Claisen Approach to Oxindoles,"Celebi-Oelcuem, Nihan; Lam, Yu-hong; Richmond, Edward; Ling, Kenneth B.; Smith, Andrew D.; Houk, Kendall N.","Angewandte Chemie, International Edition (2011), 50(48), 11478-11482, S11478/1-S11478/37","Pericyclic Cascade with Chirality Transfer: Reaction Pathway and Origin of Enantioselectivity of the Hetero-Claisen Approach to Oxindoles | Celebi-Oelcuem, Nihan; Lam, Yu-hong; Richmond, Edward; Ling, Kenneth B.; Smith, Andrew D.; Houk, Kendall N. | Angewandte Chemie, International Edition (2011), 50(48), 11478-11482, S11478/1-S11478/37",203176-20-9,260370-42-1,"1191-15-7, 304-59-6",,"108-88-3, 7732-18-5",,,,,,,2,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""203176-20-9"", ""smiles"": ""COC(=O)[C@@H]1COC(C)(C)N1S(=O)(=O)c1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""260370-42-1"", ""yield_pct"": ""94"", ""smiles"": ""Cc1ccc(S(=O)(=O)N2[C@H](C=O)COC2(C)C)cc1""}]","[{""index"": 1, ""cas_rn"": ""1191-15-7""}, {""index"": 2, ""cas_rn"": ""304-59-6""}]",[],"[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
31-517-CAS-12817333,31-517-CAS-12817333,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,90,,,CC1(C)OC(=O)c2c(cccc2OS(=O)(=O)C(F)(F)F)O1,O=Cc1c(O)cccc1OS(=O)(=O)C(F)(F)F,CC1(C)OC(=O)c2c(cccc2OS(=O)(=O)C(F)(F)F)O1>>O=Cc1c(O)cccc1OS(=O)(=O)C(F)(F)F,"Efficient and Selective Reduction Protocols of the 2,2-Dimethyl-1,3-benzodioxan-4-one Functional Group to Readily Provide Both Substituted Salicylaldehydes and 2-Hydroxybenzyl Alcohols","Bajwa, Naval; Jennings, Michael P.","Journal of Organic Chemistry (2006), 71(9), 3646-3649","Efficient and Selective Reduction Protocols of the 2,2-Dimethyl-1,3-benzodioxan-4-one Functional Group to Readily Provide Both Substituted Salicylaldehydes and 2-Hydroxybenzyl Alcohols | Bajwa, Naval; Jennings, Michael P. | Journal of Organic Chemistry (2006), 71(9), 3646-3649",164014-40-8,888958-34-7,"1191-15-7, 7647-01-0",,"75-09-2, 67-56-1, 7732-18-5",,,,,,"General/Typical Procedure: General Procedure for the Preparation of Aldehydes 3a-3l. A solution of substituted 2,2-dimethyl-1,3-benzodioxan-4-one (1 mmol) in CH2Cl2 at -78 °C was treated with DIBAL-H (3 mmol, 1 M solution in CH2Cl2). The reaction mixture was stirred at -78 °C for 2 h and then quenched with 1 M HCl and MeOH. After warming to room temperature, H2O was added, and the aqueous layer was extracted three times with Et2O. The combined organic layers were washed with water and brine, dried with MgSO4, and concentrated in vacuo. Chromatography on silica gel with hexanes- EtOAc (95:5) as the eluent afforded the targeted aldehyde compounds 3a-3j. 3b: 1H NMR (500MHz, CDCl3) δ11.8(s, 1H), 10.3(s, 1H), 7.6(t, J = 8.4Hz, 1H), 7.1(dt, J = 8.6, 0.5Hz, 1H), 7.0(dd, J = 8.2, 0.8Hz, 1H). 13C NMR (90MHz, CDCl3) δ191.8, 163.8, 150.2, 137.6, 118.7, 117.3, 113.2, 112.2. IR (CH2Cl2): 3055, 2928, 1662, 1424, 1265, 1224, 1139, 998, 894, 866, 746, 705cm-1. Rf = 0.47, 20% EtOAc in hexanes. HRMS (EI) calculated for C8H5O5SF3 (M+): 269.9810 found: 269.9802.",2,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""164014-40-8"", ""smiles"": ""CC1(C)OC(=O)c2c(cccc2OS(=O)(=O)C(F)(F)F)O1""}]","[{""index"": 1, ""cas_rn"": ""888958-34-7"", ""yield_pct"": ""90"", ""smiles"": ""O=Cc1c(O)cccc1OS(=O)(=O)C(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""1191-15-7""}, {""index"": 2, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""67-56-1""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",chemoselective,
31-517-CAS-12836051,31-517-CAS-12836051,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,88,,,CCOC(=O)c1ccc2ccccc2c1,O=Cc1ccc2ccccc2c1,CCOC(=O)c1ccc2ccccc2c1>>O=Cc1ccc2ccccc2c1,Chemoselective reduction of esters to aldehydes by potassium diisobutyl-t-butoxyaluminum hydride (PDBBA),"Chae, Min Jung; Song, Jung In; An, Duk Keun","Bulletin of the Korean Chemical Society (2007), 28(12), 2517-2518","Chemoselective reduction of esters to aldehydes by potassium diisobutyl-t-butoxyaluminum hydride (PDBBA) | Chae, Min Jung; Song, Jung In; An, Duk Keun | Bulletin of the Korean Chemical Society (2007), 28(12), 2517-2518",3007-91-8,66-99-9,"240490-44-2, 7647-01-0",,"109-99-9, 110-54-3, 7732-18-5",,,,,,,2,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""3007-91-8"", ""smiles"": ""CCOC(=O)c1ccc2ccccc2c1""}]","[{""index"": 1, ""cas_rn"": ""66-99-9"", ""yield_pct"": ""88"", ""smiles"": ""O=Cc1ccc2ccccc2c1""}]","[{""index"": 1, ""cas_rn"": ""240490-44-2""}, {""index"": 2, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""110-54-3""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]","selective to aldehyde, in-situ generated reagent",
31-517-CAS-12887347,31-517-CAS-12887347,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,85,,,CCCCC/C=C\C(C)(C)C(=O)O,CCCCC/C=C\C(C)(C)C=O,CCCCC/C=C\C(C)(C)C(=O)O>>CCCCC/C=C\C(C)(C)C=O,Molecular mechanisms for the induction of peroxidase activity of the cytochrome c-cardiolipin complex,"Abe, Masato; Niibayashi, Ryota; Koubori, Shinya; Moriyama, Ikuko; Miyoshi, Hideto","Biochemistry (2011), 50(39), 8383-8391","Molecular mechanisms for the induction of peroxidase activity of the cytochrome c-cardiolipin complex | Abe, Masato; Niibayashi, Ryota; Koubori, Shinya; Moriyama, Ikuko; Miyoshi, Hideto | Biochemistry (2011), 50(39), 8383-8391",1334679-86-5,66582-35-2,"67-68-5, 79-37-8, 121-44-8, 12125-02-9",,"75-09-2, 7732-18-5",,,,,,"To a solution of oxalyl chloride (0.39 ml, 4.50 mmol) in CH2Cl2 (30 ml) was added DMSO (0.64 ml, 9.00 mmol) dropwise at -78°C under Ar atmosphere. After stirring at -78°C for 15 min, S22 (510 mg, 3.00 mmol) was added dropwise to the mixture at -78°C, and stirred at -78°C for 30 min. Triethylamine (3.9 ml, 27.9 mmol) was added dropwise to the mixture at -78°C, and stirred at rt for 1.5 h. The reaction was quenched with aqueous NH4Cl. The organic phase was extracted with CH2Cl2, and dried over anhydrous MgSO4. Silica gel column chromatography (10% EtOAc/Hexane) of crude product gave S23. (429 mg, 2.55 mmol, 85%) as a colorless oil: 1H-NMR (400 MHz/CDCl3) δ 9.50 (s, 1H), 5.51 (dt, J = 11.4, 7.6 Hz, 1H), 5.27 (dt, J = 11.4, 1.7 Hz, 1H), 1.91 (ddt, J = 7.5, 7.5, 1.6 Hz, 2H), 1.32-1.22 (m, 6H), 1.20 (s, 6H), 0.87 (t, J = 6.9 Hz, 3H); 13C-NMR (100 MHz/CDCl3) δ 203.28, 134.78, 131.29, 47.60, 31.39, 29.36, 28.50, 23.19 (2C), 22.48, 13.96; ESI-MS (m/z) 169.4 [M+H]+.",4,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""1334679-86-5"", ""smiles"": ""CCCCC/C=C\\C(C)(C)C(=O)O""}]","[{""index"": 1, ""cas_rn"": ""66582-35-2"", ""yield_pct"": ""85"", ""smiles"": ""CCCCC/C=C\\C(C)(C)C=O""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}, {""index"": 2, ""cas_rn"": ""79-37-8""}, {""index"": 3, ""cas_rn"": ""121-44-8""}, {""index"": 4, ""cas_rn"": ""12125-02-9""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",Swern oxidation,
31-517-CAS-12901148,31-517-CAS-12901148,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,83,,,CCOC(=O)c1ccc(F)cc1,O=Cc1ccc(F)cc1,CCOC(=O)c1ccc(F)cc1>>O=Cc1ccc(F)cc1,"Lithium diisobutyl-t-butoxyaluminum hydride, a new and efficient reducing agent for the conversion of esters to aldehydes","Kim, Min Sung; Choi, Young Mi; An, Duk Keun","Tetrahedron Letters (2007), 48(29), 5061-5064","Lithium diisobutyl-t-butoxyaluminum hydride, a new and efficient reducing agent for the conversion of esters to aldehydes | Kim, Min Sung; Choi, Young Mi; An, Duk Keun | Tetrahedron Letters (2007), 48(29), 5061-5064",451-46-7,459-57-4,"77299-63-9, 7647-01-0",,"109-99-9, 110-54-3, 7732-18-5",,,,,,,2,1,83,,,,,,,"{""1"": 83}","[{""index"": 1, ""cas_rn"": ""451-46-7"", ""smiles"": ""CCOC(=O)c1ccc(F)cc1""}]","[{""index"": 1, ""cas_rn"": ""459-57-4"", ""yield_pct"": ""83"", ""smiles"": ""O=Cc1ccc(F)cc1""}]","[{""index"": 1, ""cas_rn"": ""77299-63-9""}, {""index"": 2, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""110-54-3""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",,
31-517-CAS-12971535,31-517-CAS-12971535,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,94,,,CCOC(=O)C1CCN(Cc2ccccc2)CC1,O=CC1CCN(Cc2ccccc2)CC1,CCOC(=O)C1CCN(Cc2ccccc2)CC1>>O=CC1CCN(Cc2ccccc2)CC1,Mild and direct conversion of esters to morpholine amides using diisobutyl(morpholino)aluminum: application to efficient one-pot synthesis of ketones and aldehydes from esters,"Jeon, Ah Ram; Kim, Min Eai; Park, Jae Kyo; Shin, Won Kyu; An, Duk Keun","Tetrahedron (2014), 70(29), 4420-4424","Mild and direct conversion of esters to morpholine amides using diisobutyl(morpholino)aluminum: application to efficient one-pot synthesis of ketones and aldehydes from esters | Jeon, Ah Ram; Kim, Min Eai; Park, Jae Kyo; Shin, Won Kyu; An, Duk Keun | Tetrahedron (2014), 70(29), 4420-4424",24228-40-8,22065-85-6,"110-91-8, 1191-15-7, 1611441-81-6, 7647-01-0",,"109-99-9, 110-54-3, 7732-18-5",,,,,,,4,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""24228-40-8"", ""smiles"": ""CCOC(=O)C1CCN(Cc2ccccc2)CC1""}]","[{""index"": 1, ""cas_rn"": ""22065-85-6"", ""yield_pct"": ""94"", ""smiles"": ""O=CC1CCN(Cc2ccccc2)CC1""}]","[{""index"": 1, ""cas_rn"": ""110-91-8""}, {""index"": 2, ""cas_rn"": ""1191-15-7""}, {""index"": 3, ""cas_rn"": ""1611441-81-6""}, {""index"": 4, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""110-54-3""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",,
31-517-CAS-13069589,31-517-CAS-13069589,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,77,,,CCCCCC(=O)OC(C)C,CCCCCC=O,CCCCCC(=O)OC(C)C>>CCCCCC=O,Lithium diisobutylpiperidinohydroaluminate (LDBPA) as a mild and efficient reducing agent for the conversion of ester to aldehyde,"Ahn, Jin Hee; Song, Jeong In; Ahn, Jeong Eun; An, Duk Keun","Bulletin of the Korean Chemical Society (2005), 26(3), 377-378","Lithium diisobutylpiperidinohydroaluminate (LDBPA) as a mild and efficient reducing agent for the conversion of ester to aldehyde | Ahn, Jin Hee; Song, Jeong In; Ahn, Jeong Eun; An, Duk Keun | Bulletin of the Korean Chemical Society (2005), 26(3), 377-378",2311-46-8,66-25-1,"873106-49-1, 7647-01-0",,"109-99-9, 110-54-3, 7732-18-5",,,,,,,2,1,77,,,,,,,"{""1"": 77}","[{""index"": 1, ""cas_rn"": ""2311-46-8"", ""smiles"": ""CCCCCC(=O)OC(C)C""}]","[{""index"": 1, ""cas_rn"": ""66-25-1"", ""yield_pct"": ""77"", ""smiles"": ""CCCCCC=O""}]","[{""index"": 1, ""cas_rn"": ""873106-49-1""}, {""index"": 2, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""110-54-3""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",chemoselective,
31-517-CAS-13092944,31-517-CAS-13092944,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,,,,CCOC(=O)CC(C)NC(=O)OC(C)(C)C,CC(CC=O)NC(=O)OC(C)(C)C,CCOC(=O)CC(C)NC(=O)OC(C)(C)C>>CC(CC=O)NC(=O)OC(C)(C)C,"Enzymatic Polyketide Chain Branching to Give Substituted Lactone, Lactam, and Glutarimide Heterocycles","Heine, Daniel; Bretschneider, Tom; Sundaram, Srividhya; Hertweck, Christian","Angewandte Chemie, International Edition (2014), 53(43), 11645-11649","Enzymatic Polyketide Chain Branching to Give Substituted Lactone, Lactam, and Glutarimide Heterocycles | Heine, Daniel; Bretschneider, Tom; Sundaram, Srividhya; Hertweck, Christian | Angewandte Chemie, International Edition (2014), 53(43), 11645-11649",848818-76-8,186743-06-6,"1191-15-7, 7647-01-0",,"108-88-3, 110-82-7, 67-56-1",,,,,,,2,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""848818-76-8"", ""smiles"": ""CCOC(=O)CC(C)NC(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""186743-06-6"", ""smiles"": ""CC(CC=O)NC(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""1191-15-7""}, {""index"": 2, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""110-82-7""}, {""index"": 3, ""cas_rn"": ""67-56-1""}]",,
31-517-CAS-13103883,31-517-CAS-13103883,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,75,,,C=Cc1cc(OCc2ccccc2)cc2c1C(=O)OC(C)(C)O2,C=Cc1cc(OCc2ccccc2)cc(O)c1C=O,C=Cc1cc(OCc2ccccc2)cc2c1C(=O)OC(C)(C)O2>>C=Cc1cc(OCc2ccccc2)cc(O)c1C=O,"Efficient and Selective Reduction Protocols of the 2,2-Dimethyl-1,3-benzodioxan-4-one Functional Group to Readily Provide Both Substituted Salicylaldehydes and 2-Hydroxybenzyl Alcohols","Bajwa, Naval; Jennings, Michael P.","Journal of Organic Chemistry (2006), 71(9), 3646-3649","Efficient and Selective Reduction Protocols of the 2,2-Dimethyl-1,3-benzodioxan-4-one Functional Group to Readily Provide Both Substituted Salicylaldehydes and 2-Hydroxybenzyl Alcohols | Bajwa, Naval; Jennings, Michael P. | Journal of Organic Chemistry (2006), 71(9), 3646-3649",888958-31-4,888958-35-8,"1191-15-7, 7647-01-0",,"75-09-2, 67-56-1, 7732-18-5",,,,,,"General/Typical Procedure: General Procedure for the Preparation of Aldehydes 3a-3l. A solution of substituted 2,2-dimethyl-1,3-benzodioxan-4-one (1 mmol) in CH2Cl2 at -78 °C was treated with DIBAL-H (3 mmol, 1 M solution in CH2Cl2). The reaction mixture was stirred at -78 °C for 2 h and then quenched with 1 M HCl and MeOH. After warming to room temperature, H2O was added, and the aqueous layer was extracted three times with Et2O. The combined organic layers were washed with water and brine, dried with MgSO4, and concentrated in vacuo. Chromatography on silica gel with hexanes- EtOAc (95:5) as the eluent afforded the targeted aldehyde compounds 3a-3j. 3h : 1H NMR (360 MHz, CDCl3) δ12.4(s, 1H), 10.1(s, 1H), 7.4(m, 5H), 7.2(dd, J = 17.0, 10.8Hz, 1H), 6.6(d, J = 2.4Hz, 1H), 6.5(d, J = 2.3Hz, 1H), 5.7(dd, J = 17.0, 0.9Hz, 1H), 5.6(dd, J = 11.0, 1.0Hz, 1H) 5.1(s, 2H). 13C NMR (90MHz, CDCl3) δ193.3, 166.1, 165.8, 145.0, 135.8, 132.1, 129.0, 128.6, 127.8, 121.3, 112.5, 107.9, 101.1, 70.6. IR (CH2Cl2): 3342, 3055, 1640, 1420, 1265, 1167, 895, 742, 705cm-1. Rf = 0.45, 20% EtOAc in hexanes. HRMS (EI) calculated for C16H14O3 (M+): 254.0943 found: 254.0943.",2,1,75,,,,,,,"{""1"": 75}","[{""index"": 1, ""cas_rn"": ""888958-31-4"", ""smiles"": ""C=Cc1cc(OCc2ccccc2)cc2c1C(=O)OC(C)(C)O2""}]","[{""index"": 1, ""cas_rn"": ""888958-35-8"", ""yield_pct"": ""75"", ""smiles"": ""C=Cc1cc(OCc2ccccc2)cc(O)c1C=O""}]","[{""index"": 1, ""cas_rn"": ""1191-15-7""}, {""index"": 2, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""67-56-1""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",chemoselective,
31-517-CAS-13154797,31-517-CAS-13154797,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,89,,,CCOC(=O)c1ccccc1,O=Cc1ccccc1,CCOC(=O)c1ccccc1>>O=Cc1ccccc1,Chemoselective reduction of esters to aldehydes by potassium diisobutyl-t-butoxyaluminum hydride (PDBBA),"Chae, Min Jung; Song, Jung In; An, Duk Keun","Bulletin of the Korean Chemical Society (2007), 28(12), 2517-2518","Chemoselective reduction of esters to aldehydes by potassium diisobutyl-t-butoxyaluminum hydride (PDBBA) | Chae, Min Jung; Song, Jung In; An, Duk Keun | Bulletin of the Korean Chemical Society (2007), 28(12), 2517-2518",93-89-0,100-52-7,"240490-44-2, 7647-01-0",,"109-99-9, 110-54-3, 7732-18-5",,,,,,,2,1,89,,,,,,,"{""1"": 89}","[{""index"": 1, ""cas_rn"": ""93-89-0"", ""smiles"": ""CCOC(=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""100-52-7"", ""yield_pct"": ""89"", ""smiles"": ""O=Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""240490-44-2""}, {""index"": 2, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""110-54-3""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]","selective to aldehyde, in-situ generated reagent",
31-517-CAS-13174960,31-517-CAS-13174960,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,97,,,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,CC(C)(C)OC(=O)N1CCC[C@H]1C=O,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O>>CC(C)(C)OC(=O)N1CCC[C@H]1C=O,A rapid and efficient one-pot method for the reduction of N-protected α-amino acids to chiral α-amino aldehydes using CDI/DIBAL-H,"Ivkovic, Jakov; Lembacher-Fadum, Christian; Breinbauer, Rolf","Organic & Biomolecular Chemistry (2015), 13(42), 10456-10460","A rapid and efficient one-pot method for the reduction of N-protected α-amino acids to chiral α-amino aldehydes using CDI/DIBAL-H | Ivkovic, Jakov; Lembacher-Fadum, Christian; Breinbauer, Rolf | Organic & Biomolecular Chemistry (2015), 13(42), 10456-10460",15761-39-4,69610-41-9,"530-62-1, 1191-15-7, 141-78-6",,"75-09-2, 108-88-3",,,,,,,3,1,97,,,,,,,"{""1"": 97}","[{""index"": 1, ""cas_rn"": ""15761-39-4"", ""smiles"": ""CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O""}]","[{""index"": 1, ""cas_rn"": ""69610-41-9"", ""yield_pct"": ""97"", ""smiles"": ""CC(C)(C)OC(=O)N1CCC[C@H]1C=O""}]","[{""index"": 1, ""cas_rn"": ""530-62-1""}, {""index"": 2, ""cas_rn"": ""1191-15-7""}, {""index"": 3, ""cas_rn"": ""141-78-6""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""108-88-3""}]",,
