name,abbreviation,cas,smiles,formula,type,density,mw,bp,mp,volatile,viscose,role_1,family_1,tag_1,role_2,family_2,tag_2,role_1_original,qc_flags
"Bariumperoxide,anhydrous,min",,1304-29-6,[O-][O-].[Ba+2],,powder,,,,,,,other_reagent,,,,,,,formula_missing
"Calciumperoxide,typically",,1305-79-9,[O-][O-].[Ca+2],,powder,,,,,,,other_reagent,,,,,,,formula_missing
(3-Chlorophenyl)piperazinemonohydrochloride,,13078-15-4,C1CN(CCN1)C2=CC(=CC=C2)Cl,,powder,,,,,,,organic_compound,,,,,,,formula_missing
Methyltrifluoropyruvate,,13089-11-7,COC(=O)C(=O)C(F)(F)F,C4H3F3O3,liquid,1.5,156.06,58.5,84.0,,,organic_compound,,,,,,,type_mp_inconsistent
4-Dihydroxybenzophenone,,131-56-6,C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)O)O,,powder,,,,,,,organic_compound,,,,,,,formula_missing
"Sodiumperoxide,ACS,min",,1313-60-6,[O-][O-].[Na+].[Na+],,powder,,,,,,,other_reagent,,,,,,,formula_missing
"(Ethoxycarbonyl)phenylzincbromide,0.5MinTHF,pack-",,131379-40-3,,C9H9BrO2Zn,liquid,0.992,294.451,,,,,metal_catalyst,,,,,,,smiles_missing
g/100g,,1320-06-5,CC1=CC(=C(C=C1)C)N=NC2=C(C=C(C(=C2)C)N=NC3=C(C=CC4=CC=CC=C43)O)C,C26H24N4O,powder,1.3,408.495,638.8,120.0,,,organic_compound,,,,,,,name_packaging_corruption
"Arsenic(III)oxide,(metalsbasis)",,1327-53-3,[O-2].[O-2].[O-2].[As+3].[As+3],,powder,,,,,,,other_reagent,,,,,,,formula_missing
"(S)-(+)-1-(2-Chlorophenyl)-1,2-ethanediol",,133082-13-0,C1=CC=C(C(=C1)C(CO)O)Cl,C8H9ClO2,liquid,1.4,172.609,322.0,68.0,,,organic_compound,,,,,,,type_mp_inconsistent
g/500g/2.5kg,,134-81-6,C1=CC=C(C=C1)C(=O)C(=O)C2=CC=CC=C2,C14H10O2,powder,1.3,210.228,347.0,94.0,,,organic_compound,,,,,,,name_packaging_corruption
(ñ)-Clopidogrelhydrogensulfate,,135046-48-9,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,C16H18ClNO6S2,liquid,,419.9,423.7,184.0,,,organic_compound,,,,,,,type_mp_inconsistent
"(S)-2,2'-Bis[bis(3,5-dimethylphenyl)phosphino]-4,4',6,6'-",,1365531-90-3,CC1=CC(=CC(=C1)P(C2=CC(=CC(=C2)C)C)C3=CC(=CC(=C3C4=C(C=C(C=C4P(C5=CC(=CC(=C5)C)C)C6=CC(=CC(=C6)C)C)OC)OC)OC)OC)C,,powder,,,,,,,organic_compound,,,,,,,formula_missing
Bromocyclopentane,,137-43-9,CBr,C5H9Br,liquid,1.5,149.029,135.0,137.0,,,organic_compound,,,,,,,type_mp_inconsistent
Potassiumborohydride,,13762-51-1,[BH4-].[K+],,powder,,,,,,,other_reagent,,,,,,,formula_missing
Dodecanoicacid,,143-07-7,CCCCCCCCCCCC(=O)O,C12H24O2,liquid,1.0,200.318,296.1,44.0,,,organic_compound,,,,,,,type_mp_inconsistent
g/25g/50g/100g/250g,,144-80-9,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,C8H10N2O3S,powder,1.5,214.242,,182.0,,,organic_compound,,,,,,,name_packaging_corruption
(S)-(-)-1-Phenylethanol,,1445-91-6,CC(C1=CC=CC=C1)O,C8H10O,liquid,1.1,122.164,206.9,41893.0,,,organic_compound,,,,,,,type_mp_inconsistent
"Benzyloxy-3,5-dimethylbenzaldehyde",,144896-51-5,C(CNC(=O)C(C(C(C(COS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])CNC(=O)C(C(C(C(COS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],C16H16O2,liquid,1.1,240.297,162.0,162.0,,,organic_compound,,,,,,,type_mp_inconsistent
Ethyl2-chloronicotinate,,1452-94-4,CCOC(=O)C1=C(N=CC=C1)Cl,C8H8ClNO2,liquid,1.3,185.61,255.1,68.0,,,organic_compound,,,,,,,type_mp_inconsistent
"10-Phenanthrolineiron(II)sulfate,0.025Maq.soln.",,14634-91-4,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.[O-]S(=O)(=O)[O-].[Fe+2],C36H24FeN6O4S,liquid,0.999,692.524,365.1,100.0,,,metal_catalyst,,,,,,,type_mp_inconsistent
Bromo-5-fluorophenol,,147460-41-1,C1=CC(=C(C=C1F)O)Br,C6H4BrFO,liquid,1.9,190.998,194.6,185.0,,,organic_compound,,,,,,,type_mp_inconsistent
'-Fluoro-2'-hydroxyacetophenone,,1481-27-2,CC(=O)C1=C(C=C(C=C1)F)O,C8H7FO2,liquid,1.3,154.138,237.5,32.0,,,organic_compound,,,,,,,type_mp_inconsistent
Bromoethylisothiocyanate,,1483-41-6,C(CBr)N=C=S,C3H4BrNS,liquid,1.0,166.04,102.0,102.0,,,organic_compound,,,,,,,type_mp_inconsistent
Copper(II)2-ethylhexanoate,,149-11-1,CCCCC(CC)C(=O)O,C16H30CuO4,liquid,,349.953,,252.0,,,organic_compound,,,,,,,type_mp_inconsistent
g/250g/1kg,,150-25-4,C(CO)N(CCO)CC(=O)O,C6H13NO4,powder,1.4,163.17,388.5,190.0,,,organic_compound,,,,,,,name_packaging_corruption
"(1-Cyclohexenyl)cyclohexanone,,cont.ca2-",,1502-22-3,C1CCC(CC1)C2CCCCC2=O,C12H18O,liquid,0.0,178.271,265.0,,,,organic_compound,,,,,,,density_outlier_for_liquid
"Potassiumcyanide,ACS,min",,151-50-8,[C-]#N.[K+],,powder,,,,,,,organic_compound,,,,,,,formula_missing
"3,6-Trifluorobenzylbromide",,151412-02-1,C1=CC(=C(C(=C1F)CBr)F)F,C7H4BrF3,liquid,1.8,225.006,184.0,114.0,,,organic_compound,,,,,,,type_mp_inconsistent
"4,6-Trimethylthiophenol",,1541-10-2,CSCCC(C(=O)[O-])N.CSCCC(C(=O)[O-])N.[Cu+2],C9H12S,liquid,1.009,152.257,231.8,142.0,,,metal_catalyst,,,,,,,type_mp_inconsistent
Methyl1-methylcyclopropylketone,,1567-75-5,CC(=O)C1(CC1)C,C6H10O,liquid,0.895,98.143,125.0,125.0,,,organic_compound,,,,,,,type_mp_inconsistent
Diethylphenylphosphine,,1605-53-4,CCP(CC)C1=CC=CC=C1,C10H15P,liquid,0.954,166.2,233.7,45.0,,,organic_compound,,,,,,,type_mp_inconsistent
Pyridine-3-sulfonylchloride,,16133-25-8,C1=CC(=CN=C1)S(=O)(=O)Cl,C5H4ClNO2S,liquid,1.488,177.609,284.0,144.0,,,organic_compound,,,,,,,type_mp_inconsistent
"4,5-Trifluoroaniline",,163733-96-8,C1=C(C=C(C(=C1F)F)F)N,C6H4F3N,liquid,1.5,147.098,200.4,61.0,,,organic_compound,,,,,,,type_mp_inconsistent
Acetylbenzo[b]furan,,1646-26-0,CC(=O)C1=CC2=CC=CC=C2O1,C10H8O2,liquid,1.161,160.169,110.0,70.0,,,organic_compound,,,,,,,type_mp_inconsistent
(2-Bromoethyl)cyclohexane,,1647-26-3,C1CCC(CC1)CCBr,C8H15Br,liquid,1.3,191.109,212.0,57.0,,,organic_compound,,,,,,,type_mp_inconsistent
Malonyldichloride,,1663-67-8,C(C(=O)Cl)C(=O)Cl,C3H2Cl2O2,liquid,1.6,140.953,154.6,53.0,,,organic_compound,,,,,,,type_mp_inconsistent
"'-Chloro-2',6'-difluoroacetophenone",,177942-50-6,CC(=O)C1=C(C=CC(=C1F)Cl)F,C8H5ClF2O,liquid,1.4,190.574,232.3,186.0,,,organic_compound,,,,,,,type_mp_inconsistent
Phenyl-1-pentyne,,1823-14-9,C#CCCCC1=CC=CC=C1,C11H12,liquid,0.0,144.213,94.0,,,,organic_compound,,,,,,,density_outlier_for_liquid
Chloro-5-methylpyridine,,18368-64-4,CC1=CN=C(C=C1)Cl,C6H6ClN,liquid,1.3,127.572,190.8,97.0,,,organic_compound,,,,,,,type_mp_inconsistent
Methoxy-5-methylphenylisothiocyanate,,190774-56-2,CC1=CC(=C(C=C1)OC)N=C=S,C9H9NOS,liquid,1.146,179.239,288.0,288.0,,,organic_compound,,,,,,,type_mp_inconsistent
Methylelaidate,,1937-62-8,CCCCCCCCC=CCCCCCCCC(=O)OC,C19H36O2,liquid,1.0,296.488,351.4,41892.0,,,organic_compound,,,,,,,type_mp_inconsistent
Chloroethylisocyanate,,1943-83-5,C(CCl)N=C=O,C3H4ClNO,liquid,1.3,105.523,135.0,135.0,,,organic_compound,,,,,,,type_mp_inconsistent
"Ethynylpyridine,,stab.withhydroquinone",,1945-84-2,C#CC1=CC=CC=N1,C7H5N,liquid,1.1,103.121,170.5,77.0,,,organic_compound,,,,,,,type_mp_inconsistent
(Trifluoromethoxy)benzylbromide,,198649-68-2,C1=CC(=C(C=C1CN)C(F)(F)F)Cl,C8H6BrF3O,liquid,1.7,255.032,191.7,32.0,,,organic_compound,,,,,,,type_mp_inconsistent
Chloro-1-hexanol,,2009-83-8,C(CCCCl)CCO,C6H13ClO,liquid,1.1,136.62,212.8,129.0,,,organic_compound,,,,,,,type_mp_inconsistent
Trifluoromethyl-1H-pyrazole,,20154-03-4,C1=C(NN=C1)C(F)(F)F,C4H3F3N2,liquid,1.5,136.075,177.7,45.0,,,organic_compound,,,,,,,type_mp_inconsistent
"H,1H,2H,2H-Perfluoro-1-iodododecane",,2043-54-1,C(CI)C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C12H4F21I,liquid,1.82,674.031,108.0,83.0,,,organic_compound,,,,,,,type_mp_inconsistent
Pentenal,,2100-17-6,COC1=CC=CC=C1,C5H8O,liquid,0.9,84.116,96.8,240.0,,,organic_compound,,,,,,,type_mp_inconsistent
Chloro-4-fluoroaniline,,2106-02-7,CNC(=O)NC,C6H5ClFN,liquid,1.4,145.562,192.0,192.0,,,organic_compound,,,,,,,type_mp_inconsistent
Methyl-3-nonanol,,21078-72-8,CCCCCCC(C)(CC)O,C10H22O,liquid,0.9,158.281,201.3,149.0,,,organic_compound,,,,,,,type_mp_inconsistent
Allylcyclohexane,,2114-42-3,C=CCC1CCCCC1,C9H16,liquid,0.0,124.223,153.0,,,,organic_compound,,,,,,,density_outlier_for_liquid
"Amino-3,5-diiodobenzoicacid,tech.",,2122-61-4,C1=C(C=C(C(=C1I)N)I)C(=O)O,,powder,,,,,,,organic_compound,,,,,,,formula_missing
"Cesiumhydroxide,w/waq.soln.,(metalsbasis)",,21351-79-1,[OH-].[Cs+],CsOH,liquid,3.68,149.913,100.0,272.0,,,other_reagent,,,,,,,density_outlier_for_liquid
'-Chloroacetophenone,,2142-68-9,C1=CC=C(C=C1)C(=O)CCl,C8H7ClO,liquid,1.3,154.594,195.5,52.0,,,organic_compound,,,,,,,type_mp_inconsistent
"Mercury(II)oxide,yellow,ReagentGrade",,21908-53-2,O=[Hg],,powder,,,,,,,metal_catalyst,,,,,,,formula_missing
"',4',6'-Trifluoropropiophenone",,220141-69-5,,C9H7F3O,liquid,1.253,188.146,200.0,,,,organic_compound,,,,,,,smiles_missing
"4,5-Trifluorobenzylbromide",,220141-72-0,,C7H4BrF3,liquid,1.8,225.006,188.4,,,,organic_compound,,,,,,,smiles_missing
"4,5-Trifluorobenzylalcohol",,220227-37-2,,C7H5F3O,powder,1.385,162.109,203.0,,,,organic_compound,,,,,,,smiles_missing
'-(Trifluoromethoxy)acetophenone,,220227-93-0,,C9H7F3O2,liquid,1.4,204.146,191.7,,,,organic_compound,,,,,,,smiles_missing
Oxa-6-azaspiro[3.4]octane,,220290-68-6,,C6H11NO,powder,1.2,113.158,187.1,,,,organic_compound,,,,,,,smiles_missing
Benzylpiperidine-4-carboxaldehyde,,22065-85-6,C1CN(CCC1C=O)CC2=CC=CC=C2,C13H17NO,liquid,1.2,203.28,299.5,315.0,,,organic_compound,,,,,,,type_mp_inconsistent
"n-Propylmethacrylate,,stab.with200ppm",,2210-28-8,CCCOC(=O)C(=C)C,C7H12O2,liquid,0.0,128.169,140.0,,,,organic_compound,,,,,,,density_outlier_for_liquid
Undecanone,,2216-87-7,CCCCCCCCC(=O)CC,C11H22O,liquid,0.0,170.292,225.0,8.0,,,organic_compound,,,,,,,density_outlier_for_liquid
o-Tolylacetonitrile,,22364-68-7,CC1=CC=CC=C1CC#N,C9H9N,liquid,1.1,131.174,244.0,58.0,,,organic_compound,,,,,,,type_mp_inconsistent
(p-Toluenesulfonyl)ethanol,,22381-54-0,COC1=C(C(=CC=C1)OC)C(=O)N,C9H12O3S,liquid,1.3,200.255,395.6,52.0,,,organic_compound,,,,,,,type_mp_inconsistent
Chloro-4-fluoroanisole,,2267-25-6,COC1=C(C=C(C=C1)F)Cl,C7H6ClFO,liquid,1.3,160.573,191.5,197.0,,,organic_compound,,,,,,,type_mp_inconsistent
Ethylindole,,22867-74-9,CCC1=CC=CC2=C1NC=C2,C10H11N,liquid,1.2,145.201,281.9,230.0,,,organic_compound,,,,,,,type_mp_inconsistent
(3-Chloro-5-trifluoromethyl-2-pyridyl)homopiperazine,,231953-40-5,C1CNCCN(C1)C2=C(C=C(C=N2)C(F)(F)F)Cl,C11H13ClF3N3,liquid,1.306,279.689,128.0,128.0,,,organic_compound,,,,,,,type_mp_inconsistent
"4,5-Trifluorobenzylamine",,235088-69-4,C1=C(C=C(C(=C1F)F)F)CN,C7H6F3N,liquid,1.4,161.124,176.3,44.0,,,organic_compound,,,,,,,type_mp_inconsistent
g/50g,,23647-14-5,C1=CC(=CC=C1N=NC2=C(C3=C(C=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])O)O)S(=O)(=O)[O-].[Na+].[Na+].[Na+],C16H9N2Na3O11S3,powder,,570.414,,,,,organic_compound,,,,,,,name_packaging_corruption
2-Dibromo-4-fluorobenzene,,2369-37-1,C1=CC(=C(C=C1F)Br)Br,C6H3Br2F,liquid,2.1,253.894,219.7,162.0,,,organic_compound,,,,,,,type_mp_inconsistent
trans-2-Hexenylacetate,,2497-18-9,CCCC=CCOC(=O)C,C8H14O2,liquid,1.0,142.196,165.5,8425000.0,,,organic_compound,,,,,,,type_mp_inconsistent
"Polyoxyethylenebis(amine),M.W.1,000",,24991-53-5,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3O2,,powder,1.003,1000.0,241.0,,,,organic_compound,,,,,,,formula_missing
n-Butoxyaceticacid,,2516-93-0,CCCCOCC(=O)O,C6H12O3,liquid,1.01,132.158,108.0,108.0,,,organic_compound,,,,,,,type_mp_inconsistent
Chloro-6-fluoro-3-methylbenzylalcohol,,261762-83-8,CC1=C(C(=C(C=C1)F)CO)Cl,C8H8ClFO,liquid,1.286,174.6,245.7,56.0,,,organic_compound,,,,,,,type_mp_inconsistent
Bromobutyricacid,,2623-86-1,CC(CC(=O)O)Br,C4H7BrO2,liquid,1.625,167.001,230.5,44.0,,,organic_compound,,,,,,,type_mp_inconsistent
3-Difluorobenzaldehyde,,2646-91-5,C1=CC(=C(C(=C1)F)F)C=O,C7H4F2O,liquid,1.4,142.103,167.3,64.0,,,organic_compound,,,,,,,type_mp_inconsistent
g/50g/100g/500g/1kg,,26628-22-8,[N-]=[N+]=[N-].[Na+],,powder,,,,,,,other_reagent,,,,,,,name_packaging_corruption;formula_missing
(Tritylthio)propionicacid,,27144-18-9,,C22H20O2S,powder,1.3,348.458,503.8,211.0,,,organic_compound,,,,,,,smiles_missing
Benzylamino-2-propanol,,27159-32-6,,C10H15NO,powder,1.02,165.232,292.2,,,,organic_compound,,,,,,,smiles_missing
Í-Tetradecanolactone,,2721-22-4,CCCCCCCCCC1CCCC(=O)O1,C14H26O2,liquid,1.0,226.355,322.8,130.0,,,organic_compound,,,,,,,type_mp_inconsistent
Allyldiphenylphosphine,,2741-38-0,C=CCP(C1=CC=CC=C1)C2=CC=CC=C2,C15H15P,liquid,1.049,226.253,340.6,135.0,,,organic_compound,,,,,,,type_mp_inconsistent
Vinyltrimethoxysilane,,2768-02-7,CCO[Si](C=C)(OCC)OCC,C5H12O3Si,liquid,1.0,148.232,123.0,123.0,,,organic_compound,,,,,,,type_mp_inconsistent
Chlorobenzenesulfonylchloride,,2888-06-4,,C6H4Cl2O2S,liquid,1.6,211.066,295.2,21.0,,,organic_compound,,,,,,,smiles_missing
"Bromo-2,4,5,6-tetrafluorobenzoylchloride",,292621-46-6,C1(=C(C(=C(C(=C1F)Br)F)F)F)C(=O)Cl,C7BrClF4O,liquid,1.957,291.425,142.0,142.0,,,organic_compound,,,,,,,type_mp_inconsistent
2-Di-n-propylacetylchloride,,2936-08-5,CCCC(CCC)C(=O)Cl,C8H15ClO,liquid,0.0,162.657,68.0,,,,organic_compound,,,,,,,density_outlier_for_liquid
"Cyano-2,2-diethylbutyraldehyde",,2938-69-4,CCC(CC)(CCC#N)C=O,C9H15NO,liquid,0.948,153.221,94.0,94.0,,,organic_compound,,,,,,,type_mp_inconsistent
Aminoindane,,2975-41-9,C1C(CC2=CC=CC=C21)N,,powder,,,,,,,organic_compound,,,,,,,formula_missing
Ethyl2-ethylbutyrate,,2983-38-2,CCC(CC)C(=O)OCC,C8H16O2,liquid,0.876,144.21,152.0,149.0,,,organic_compound,,,,,,,type_mp_inconsistent
N-(2-Bromophenyl)-2-chlorobenzamide,,299954-54-4,C1=CC=C(C(=C1)C(=O)NC2=CC=CC=C2Br)Cl,,powder,,,,,,,organic_compound,,,,,,,formula_missing
Methyl-2-(tri-n-butylstannyl)pyridine,,301652-23-3,CN(C)C(CC1=CC=CC=C1)C(=O)O,C18H33NSn,liquid,21.0,382.171,401.1,,,,organic_compound,,,,,,,density_outlier_for_liquid
Bromothiazole,,3034-53-5,C1=CSC(=N1)Br,C3H2BrNS,liquid,2.0,164.02,171.0,171.0,,,organic_compound,,,,,,,type_mp_inconsistent
"(E)-1-Pentene-1,2-diboronicacidbis(pinacol)ester",,307531-75-5,B1(OC(C(O1)(C)C)(C)C)C=C(B2OC(C(O2)(C)C)(C)C)CCC,C17H32B2O4,liquid,0.96,322.056,301.0,301.0,,,organic_compound,,,,,,,type_mp_inconsistent
"Vinylcinnamate,,stab.withca50ppm4-methoxyphenol",,3098-92-8,C1=CC=[N+](C=C1)COCC2=CC(=CC=C2)[N+](=O)[O-].[Cl-],C11H10O2,liquid,1.0,174.196,125.0,125.0,,,organic_compound,,,,,,,type_mp_inconsistent
Tetra-n-butylphosphoniumbromide,,3115-68-2,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],C16H36BrP,liquid,,339.335,,100.0,,,organic_compound,,,,,,,type_mp_inconsistent
"5-Dimethylphenylzinciodide,0.5MinTHF,packagedunder",,312692-98-1,CC1=CC(=C[C-]=C1)C.[Zn+]I,,liquid,,297.45,,,,,metal_catalyst,,,,,,,formula_missing
"N,N-Bis(2-hydroxyethyl)ethylenediamine",,3197-06-6,C(CN(CCO)CCO)N,C6H16N2O2,liquid,1.069,148.203,110.0,92.0,,,organic_compound,,,,,,,type_mp_inconsistent
Methoxybenzhydrazide,,3290-99-1,COC1=CC=C(C=C1)C(=O)NN,,powder,,,,,,,organic_compound,,,,,,,formula_missing
(4-Fluorobenzoyl)-3-methylpiperidine,,330469-25-5,CC1CCCN(C1)C(=O)C2=CC=C(C=C2)F,,powder,,,,,,,organic_compound,,,,,,,formula_missing
"Bariumtungstenisopropoxide,w/vinisopropanol",,333971-25-8,,C24H56BaO8W,powder,,793.864,,,,,metal_catalyst,,,,,,,smiles_missing
Methyl3-bromopropionate,,3395-91-3,COC(=O)CCBr,C4H7BrO2,liquid,1.6,167.001,166.5,75.0,,,organic_compound,,,,,,,type_mp_inconsistent
"Bromo-2,6-dichlorobenzenesulfonylchloride",,351003-54-8,C1=C(C=C(C(=C1Cl)S(=O)(=O)Cl)Cl)Br,,powder,,,,,,,organic_compound,,,,,,,formula_missing
"(1R,2R)-(+)-1,2-Diphenyl-1,2-ethanediamine",,35132-20-8,C1=CC=C(C=C1)C(C(C2=CC=CC=C2)N)N,C14H16N2,liquid,1.2,212.29,353.9,81.0,,,organic_compound,,,,,,,type_mp_inconsistent
Methyl-1-hexene,,3524-73-0,CC(C)CCC=C,C7H14,liquid,0.8,98.186,85.4,84.0,,,organic_compound,,,,,,,type_mp_inconsistent
"N,N-Di-n-butylethylenediamine",,3529-09-7,CCCCN(CCCC)CCN,C10H24N2,liquid,0.0,172.311,109.0,,,,organic_compound,,,,,,,density_outlier_for_liquid
Bromo-5-methylhexane,,35354-37-1,CC(C)CCCCBr,C7H15Br,liquid,1.0,179.098,162.0,162.0,,,organic_compound,,,,,,,type_mp_inconsistent
(2-Methoxyphenyl)piperazine,,35386-24-4,COC1=CC=CC=C1N2CCNCC2,C11H16N2O,liquid,1.2,192.258,379.9,35.0,,,organic_compound,,,,,,,type_mp_inconsistent
5-Dimethylthiazole,,3581-91-7,CC1=C(SC=N1)C,C5H7NS,liquid,1.2,113.181,158.1,83.0,,,organic_compound,,,,,,,type_mp_inconsistent
"3,5-Trifluoroaniline",,363-80-4,C1=C(C=C(C(=C1N)F)F)F,C6H4F3N,liquid,1.5,147.098,175.0,110.0,,,organic_compound,,,,,,,type_mp_inconsistent
Chloro-3-fluoroaniline,,367-22-6,C1=CC(=C(C=C1N)Cl)F,C6H5ClFN,liquid,1.4,145.562,234.7,61.0,,,organic_compound,,,,,,,type_mp_inconsistent
n-Pentyloxybenzoylchloride,,36823-84-4,CC1=CC(=O)C2=C(C3=C(C=C(C=C3C=C2O1)OC)O)O,C12H15ClO2,liquid,1.101,226.699,324.5,160.0,,,organic_compound,,,,,,,type_mp_inconsistent
Ethyl-2-thiophenecarboxaldehyde,,36880-33-8,CCC1=CC=C(S1)C=O,C7H8OS,liquid,1.12,140.203,65.0,64.0,,,organic_compound,,,,,,,type_mp_inconsistent
(2-Hydroxyethyl)-2-imidazolidinone,,3699-54-5,C1CN(C(=O)N1)CCO,C5H10N2O2,liquid,1.3,130.145,400.1,46.0,,,organic_compound,,,,,,,type_mp_inconsistent
Cyanoaceticacid,,372-09-8,C(C#N)C(=O)O,C3H3NO2,liquid,1.4,85.061,318.5,65.0,,,organic_compound,,,,,,,type_mp_inconsistent
Fluorocyclohexane,,372-46-3,C1CCC(CC1)F,C6H11F,liquid,0.0,102.15,103.0,13.0,,,organic_compound,,,,,,,density_outlier_for_liquid
(Methylthio)benzoicacid,,3724-10-5,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C,C8H8O2S,liquid,1.4,168.213,297.4,169.0,,,organic_compound,,,,,,,type_mp_inconsistent
Potassiumchlorate,,3811-04-9,[O-]Cl(=O)=O.[K+],,powder,,,,,,,other_reagent,,,,,,,formula_missing
4-Difluorobenzonitrile,,3939-09-1,C1=CC(=C(C=C1F)F)C#N,C7H3F2N,liquid,1.4,139.102,181.6,47.0,,,organic_compound,,,,,,,type_mp_inconsistent
2-Difluoroacetophenone,,395-01-7,CC1=NN(C(=O)C1C(C2=CC=C(C=C2)N(C)C)(C3=CC=C(C=C3)N(C)C)O)C4=CC=C(C=C4)S(=O)(=O)[O-].[NH4+],C8H6F2O,liquid,1.18,156.129,53.0,48.0,,,organic_compound,,,,,,,type_mp_inconsistent
(Trifluoromethyl)benzylbromide,,395-44-8,C1=CC=C(C(=C1)CBr)C(F)(F)F,C8H6BrF3,liquid,1.7,239.032,201.9,34.0,,,organic_compound,,,,,,,type_mp_inconsistent
(R)-(-)-4-Phenyl-2-butanol,,39516-03-5,CC(CCC1=CC=CC=C1)O,C10H14O,liquid,0.98,150.218,246.1,206.0,,,organic_compound,,,,,,,type_mp_inconsistent
(2-Phenylethyl)-4-piperidone,,39742-60-4,C1CN(CCC1=O)CCC2=CC=CC=C2,,powder,,,,,,,organic_compound,,,,,,,formula_missing
Piperidonehydrochloridemonohydrate,,40064-34-4,C1CNCCC1=O,,powder,,,,,,,organic_compound,,,,,,,formula_missing
(4-Chlorophenyl)biguanidehydrochloride,,4022-81-5,C1=CC(=CC=C1N=C(N)N=C(N)N)Cl,,powder,,,,,,,organic_compound,,,,,,,formula_missing
'-Fluoro-4'-hydroxyacetophenone,,403-14-5,CC(=O)C1=CC(=C(C=C1)O)F,,powder,,,,,,,organic_compound,,,,,,,formula_missing
Fluoro-4-nitrobenzoicacid,,403-21-4,C1=CC(=CC=C1[N+](=O)[O-])OC2C(C(C(C(O2)CO)O)O)O,,powder,,,,,,,organic_compound,,,,,,,formula_missing
Diacetone-D-galactose,,4064-06-6,CC1(OC2C(OC3C(C2O1)OC(O3)(C)C)CO)C,C12H20O6,liquid,1.3,260.284,366.8,120.0,,,organic_compound,,,,,,,type_mp_inconsistent
Cyano-4'-n-hexyloxybiphenyl,,41424-11-7,CCCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C#N,C19H21NO,liquid,1.2,279.376,430.5,56.0,,,organic_compound,,,,,,,type_mp_inconsistent
5-Dimethoxytoluene,,4179-19-5,CC1=CC(=CC(=C1)OC)OC,C9H12O2,liquid,1.1,152.19,244.0,61.0,,,organic_compound,,,,,,,type_mp_inconsistent
g/25g/100g,,4197-25-5,CC1(NC2=C3C(=C(C=C2)N=NC4=CC=C(C5=CC=CC=C54)N=NC6=CC=CC=C6)C=CC=C3N1)C,C29H24N6,powder,1.4,456.541,726.0,120.0,,,organic_compound,,,,,,,name_packaging_corruption
2-Dimethyl-3-hexanol,,4209-90-9,CCC(C)OC(C)(C)C,C8H18O,liquid,0.0,130.228,156.0,,,,organic_compound,,,,,,,density_outlier_for_liquid
D-(-)-Valinol,,4276-09-9,CC(C)C(CO)N,C5H13NO,liquid,1.0,103.16,186.8,35.0,,,organic_compound,,,,,,,type_mp_inconsistent
Acetyl-3-bromothiophene,,42877-08-7,CC(=O)C1=C(C=CS1)Br,C6H5BrOS,liquid,1.619,205.072,283.5,38.0,,,organic_compound,,,,,,,type_mp_inconsistent
Chloro-2-methylquinoline,,4295-06-1,CC1=NC2=CC=CC=C2C(=C1)Cl,C10H8ClN,liquid,1.3,177.63,269.5,39.0,,,organic_compound,,,,,,,type_mp_inconsistent
(n-Butyl)imidazole,,4316-42-1,CCCCN1C=CN=C1,C7H12N2,liquid,1.0,124.184,244.8,72.0,,,organic_compound,,,,,,,type_mp_inconsistent
Cyclohexyl-1-butanol,,4352-42-5,CCCC(C1CCCCC1)O,C10H20O,liquid,0.0,156.265,103.0,,,,organic_compound,,,,,,,density_outlier_for_liquid
Cyclobutanecarbonitrile,,4426-11-3,C1CC(C1)C#N,C5H7N,liquid,1.0,81.116,156.1,144.0,,,organic_compound,,,,,,,type_mp_inconsistent
(Trifluoromethyl)phenol,,444-30-4,C1=CC=C(C(=C1)C(F)(F)F)O,C7H5F3O,liquid,1.4,162.109,147.5,45.0,,,organic_compound,,,,,,,type_mp_inconsistent
Fluorobenzaldehyde,,446-52-6,C1=CC=C(C(=C1)C=O)F,C7H5FO,liquid,1.3,124.112,175.2,124.0,,,organic_compound,,,,,,,type_mp_inconsistent
3-Dimethoxytoluene,,4463-33-6,C(CCCO)CCO,C9H12O2,liquid,1.025,152.19,202.0,202.0,,,organic_compound,,,,,,,type_mp_inconsistent
