name,smiles,role,reaction_types,notes,rt_schema_version,rt_valid,rt_canonical_smiles,rt_component_count,rt_site_count,rt_site_types,rt_signatures,rt_chemist_labels,rt_availability,rt_pattern_ids,rt_contexts_json,rt_warnings,rt_error
4-Toluenesulfonyl chloride,Cc1ccc(S(=O)(=O)Cl)cc1,electrophile,Sulfonamide formation; Tosylation,Tosyl chloride,1.0,true,Cc1ccc(S(=O)(=O)Cl)cc1,1,1,electrophilic_center,EC|Sulfonyl|Ar|Cl|activated,Ar–S(O)2Cl,activated,sulfonyl_halide,"[[{""token"":""Ar"",""attachment_atom_index"":4,""fragment_atom_indices"":[1,2,3,4,9,10],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
2-Pyridinesulfonyl chloride,O=S(=O)(Cl)c1ccccn1,electrophile,Sulfonamide formation,Heteroaryl sulfonyl chloride,1.0,true,O=S(=O)(Cl)c1ccccn1,1,1,electrophilic_center,EC|Sulfonyl|HeteroAr|Cl|activated,HeteroAr–S(O)2Cl,activated,sulfonyl_halide,"[[{""token"":""HeteroAr"",""attachment_atom_index"":4,""fragment_atom_indices"":[4,5,6,7,8,9],""classification_method"":""aromatic_ring_system"",""subtype"":""heteroaromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[""N""],""ring_sizes"":[6],""fused"":false}}]]",,
Methanesulfonyl fluoride,CS(=O)(=O)F,electrophile,Sulfonylation; SuFEx,Sulfonyl fluoride example,1.0,true,CS(=O)(=O)F,1,1,electrophilic_center,EC|Sulfonyl|Alkyl|F|activated,R–S(O)2F,activated,sulfonyl_halide,"[[{""token"":""Alkyl"",""attachment_atom_index"":0,""fragment_atom_indices"":[0],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
Methylamine,CN,nucleophile,C-N coupling; Amide formation,Primary alkylamine,1.0,true,CN,1,1,pronucleophile_XH,XH|N|H2|Alkyl,R–NH2,free,neutral_nh,"[[{""token"":""Alkyl"",""attachment_atom_index"":0,""fragment_atom_indices"":[0],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
Diethylamine,CCNCC,nucleophile,C-N coupling; Amide formation,Secondary dialkylamine,1.0,true,CCNCC,1,1,pronucleophile_XH,"XH|N|H1|Alkyl,Alkyl",R1R2–NH,free,neutral_nh,"[[{""token"":""Alkyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}},{""token"":""Alkyl"",""attachment_atom_index"":3,""fragment_atom_indices"":[3],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
Pyrrolidine,C1CCNC1,nucleophile,C-N coupling; Amide formation,Five-membered cyclic secondary amine,1.0,true,C1CCNC1,1,1,pronucleophile_XH,"XH|N|H1|Alkyl,Alkyl",R1R2–NH,free,neutral_nh,"[[{""token"":""Alkyl"",""attachment_atom_index"":2,""fragment_atom_indices"":[2],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}},{""token"":""Alkyl"",""attachment_atom_index"":4,""fragment_atom_indices"":[4],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
Piperidine,C1CCNCC1,nucleophile,C-N coupling; Amide formation,Six-membered cyclic secondary amine,1.0,true,C1CCNCC1,1,1,pronucleophile_XH,"XH|N|H1|Alkyl,Alkyl",R1R2–NH,free,neutral_nh,"[[{""token"":""Alkyl"",""attachment_atom_index"":2,""fragment_atom_indices"":[2],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}},{""token"":""Alkyl"",""attachment_atom_index"":4,""fragment_atom_indices"":[4],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
Morpholine,O1CCNCC1,nucleophile,C-N coupling; Amide formation,Heterocyclic secondary amine containing oxygen,1.0,true,C1COCCN1,1,1,pronucleophile_XH,"XH|N|H1|Alkyl,Alkyl",R1R2–NH,free,neutral_nh,"[[{""token"":""Alkyl"",""attachment_atom_index"":2,""fragment_atom_indices"":[2],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}},{""token"":""Alkyl"",""attachment_atom_index"":4,""fragment_atom_indices"":[4],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
Diphenylamine,c1ccc(Nc2ccccc2)cc1,nucleophile,C-N coupling,Secondary diarylamine,1.0,true,c1ccc(Nc2ccccc2)cc1,1,1,pronucleophile_XH,"XH|N|H1|Ar,Ar",Ar1Ar2–NH,free,neutral_nh,"[[{""token"":""Ar"",""attachment_atom_index"":3,""fragment_atom_indices"":[0,1,2,3,11,12],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}},{""token"":""Ar"",""attachment_atom_index"":5,""fragment_atom_indices"":[5,6,7,8,9,10],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
2-Aminopyridine,Nc1ccccn1,nucleophile,C-N coupling; Amide formation,Aminated heteroarene,1.0,true,Nc1ccccn1,1,1,pronucleophile_XH,XH|N|H2|HeteroAr,HeteroAr–NH2,free,neutral_nh,"[[{""token"":""HeteroAr"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,5,6],""classification_method"":""aromatic_ring_system"",""subtype"":""heteroaromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[""N""],""ring_sizes"":[6],""fused"":false}}]]",,
Ammonia,N,nucleophile,C-N coupling; Amide formation,Unsubstituted nitrogen nucleophile,1.0,true,N,1,1,pronucleophile_XH,XH|N|H3|,NH3,free,neutral_nh,[[]],,
Acetamide,CC(=O)N,nucleophile,C-N coupling,Primary amide,1.0,true,CC(N)=O,1,1,pronucleophile_XH,XH|N|H2|C(O)R,R–C(O)–NH2,deactivated,neutral_nh,"[[{""token"":""C(O)R"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""C(O)R"",""features"":{""excluded_atom_indices"":[3]}}]]",,
N-Methylacetamide,CC(=O)NC,nucleophile,C-N coupling,Secondary amide,1.0,true,CNC(C)=O,1,1,pronucleophile_XH,"XH|N|H1|C(O)R,Alkyl",R–C(O)–NHR,deactivated,neutral_nh,"[[{""token"":""C(O)R"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""C(O)R"",""features"":{""excluded_atom_indices"":[3]}},{""token"":""Alkyl"",""attachment_atom_index"":4,""fragment_atom_indices"":[4],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
Benzamide,NC(=O)c1ccccc1,nucleophile,C-N coupling,Primary aromatic amide,1.0,true,NC(=O)c1ccccc1,1,1,pronucleophile_XH,XH|N|H2|C(O)R,R–C(O)–NH2,deactivated,neutral_nh,"[[{""token"":""C(O)R"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""C(O)R"",""features"":{""excluded_atom_indices"":[0]}}]]",,
2-Pyrrolidone,O=C1CCCN1,nucleophile,C-N coupling,Cyclic secondary amide lactam,1.0,true,O=C1CCCN1,1,1,pronucleophile_XH,"XH|N|H1|C(O)R,Alkyl",R–C(O)–NHR,deactivated,neutral_nh,"[[{""token"":""C(O)R"",""attachment_atom_index"":1,""fragment_atom_indices"":[0,1],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""C(O)R"",""features"":{""excluded_atom_indices"":[5]}},{""token"":""Alkyl"",""attachment_atom_index"":4,""fragment_atom_indices"":[4],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
Urea,NC(=O)N,di-nucleophile,C-N coupling; Condensation,Urea with two N-H sites,1.0,true,NC(N)=O,1,2,pronucleophile_XH; pronucleophile_XH,XH|N|H2|C(O)NR; XH|N|H2|C(O)NR,R2N–C(O)–NH2; R2N–C(O)–NH2,deactivated; deactivated,neutral_nh; neutral_nh,"[[{""token"":""C(O)NR"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""C(O)NR"",""features"":{""excluded_atom_indices"":[0]}}],[{""token"":""C(O)NR"",""attachment_atom_index"":1,""fragment_atom_indices"":[0,1,2],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""C(O)NR"",""features"":{""excluded_atom_indices"":[3]}}]]",,
Methylurea,CNC(=O)N,di-nucleophile,C-N coupling,Unsymmetrical substituted urea,1.0,true,CNC(N)=O,1,2,pronucleophile_XH; pronucleophile_XH,"XH|N|H1|C(O)NR,Alkyl; XH|N|H2|C(O)NR",R2N–C(O)–NHR; R2N–C(O)–NH2,deactivated; deactivated,neutral_nh; neutral_nh,"[[{""token"":""C(O)NR"",""attachment_atom_index"":2,""fragment_atom_indices"":[2,3,4],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""C(O)NR"",""features"":{""excluded_atom_indices"":[1]}},{""token"":""Alkyl"",""attachment_atom_index"":0,""fragment_atom_indices"":[0],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}],[{""token"":""C(O)NR"",""attachment_atom_index"":2,""fragment_atom_indices"":[1,2,3],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""C(O)NR"",""features"":{""excluded_atom_indices"":[4]}}]]",,
Methyl carbamate,COC(=O)N,nucleophile,C-N coupling,Primary carbamate,1.0,true,COC(N)=O,1,2,electrophilic_center; pronucleophile_XH,EC|Acyl|N|OR|ester; XH|N|H2|C(O)OR,N–C(O)OR; RO–C(O)–NH2,conditional; deactivated,acyl_oxygen_or_halide; neutral_nh,"[[{""token"":""N"",""attachment_atom_index"":4,""fragment_atom_indices"":[4],""classification_method"":""element"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""N"",""hybridization"":""SP2"",""aromatic"":false}}],[{""token"":""C(O)OR"",""attachment_atom_index"":2,""fragment_atom_indices"":[1,2,3],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""C(O)OR"",""features"":{""excluded_atom_indices"":[4]}}]]",,
Methanesulfonamide,CS(=O)(=O)N,nucleophile,C-N coupling,Primary sulfonamide,1.0,true,CS(N)(=O)=O,1,1,pronucleophile_XH,XH|N|H2|SO2R,R–S(O)2–NH2,deactivated,neutral_nh,"[[{""token"":""SO2R"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""SO2R"",""features"":{""excluded_atom_indices"":[4]}}]]",,
N-Methylmethanesulfonamide,CS(=O)(=O)NC,nucleophile,C-N coupling,Secondary sulfonamide,1.0,true,CNS(C)(=O)=O,1,1,pronucleophile_XH,"XH|N|H1|SO2R,Alkyl",R–S(O)2–NHR,deactivated,neutral_nh,"[[{""token"":""SO2R"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""SO2R"",""features"":{""excluded_atom_indices"":[4]}},{""token"":""Alkyl"",""attachment_atom_index"":5,""fragment_atom_indices"":[5],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
Benzenesulfonamide,NS(=O)(=O)c1ccccc1,nucleophile,C-N coupling,Aryl sulfonamide,1.0,true,NS(=O)(=O)c1ccccc1,1,1,pronucleophile_XH,XH|N|H2|SO2R,R–S(O)2–NH2,deactivated,neutral_nh,"[[{""token"":""SO2R"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""SO2R"",""features"":{""excluded_atom_indices"":[0]}}]]",,
Hydrazine,NN,di-nucleophile,C-N coupling; Acylation,Unsubstituted hydrazine with two reactive nitrogen sites,1.0,true,NN,1,2,pronucleophile_XH; pronucleophile_XH,XH|N|H2|N; XH|N|H2|N,N–NH2; N–NH2,free; free,neutral_nh; neutral_nh,"[[{""token"":""N"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""element"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""N"",""hybridization"":""SP3"",""aromatic"":false}}],[{""token"":""N"",""attachment_atom_index"":0,""fragment_atom_indices"":[0],""classification_method"":""element"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""N"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
Methylhydrazine,CNN,di-nucleophile,C-N coupling; Acylation,Unsymmetrical alkyl hydrazine,1.0,true,CNN,1,2,pronucleophile_XH; pronucleophile_XH,"XH|N|H1|Alkyl,N; XH|N|H2|N",R–NH–NH; N–NH2,free; free,neutral_nh; neutral_nh,"[[{""token"":""Alkyl"",""attachment_atom_index"":0,""fragment_atom_indices"":[0],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}},{""token"":""N"",""attachment_atom_index"":2,""fragment_atom_indices"":[2],""classification_method"":""element"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""N"",""hybridization"":""SP3"",""aromatic"":false}}],[{""token"":""N"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""element"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""N"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
"1,2-Dimethylhydrazine",CNNC,di-nucleophile,C-N coupling; Acylation,Symmetrically substituted hydrazine,1.0,true,CNNC,1,2,pronucleophile_XH; pronucleophile_XH,"XH|N|H1|Alkyl,N; XH|N|H1|Alkyl,N",R–NH–NH; R–NH–NH,free; free,neutral_nh; neutral_nh,"[[{""token"":""Alkyl"",""attachment_atom_index"":0,""fragment_atom_indices"":[0],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}},{""token"":""N"",""attachment_atom_index"":2,""fragment_atom_indices"":[2],""classification_method"":""element"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""N"",""hybridization"":""SP3"",""aromatic"":false}}],[{""token"":""Alkyl"",""attachment_atom_index"":3,""fragment_atom_indices"":[3],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}},{""token"":""N"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""element"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""N"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
Phenylhydrazine,NNc1ccccc1,di-nucleophile,C-N coupling; Acylation,Aryl hydrazine,1.0,true,NNc1ccccc1,1,2,pronucleophile_XH; pronucleophile_XH,"XH|N|H2|N; XH|N|H1|Ar,N",N–NH2; R–NH–NH,free; free,neutral_nh; neutral_nh,"[[{""token"":""N"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""element"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""N"",""hybridization"":""SP2"",""aromatic"":false}}],[{""token"":""Ar"",""attachment_atom_index"":2,""fragment_atom_indices"":[2,3,4,5,6,7],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}},{""token"":""N"",""attachment_atom_index"":0,""fragment_atom_indices"":[0],""classification_method"":""element"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""N"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
Acetohydrazide,CC(=O)NN,di-nucleophile,Acylation; Condensation,Aliphatic acyl hydrazide,1.0,true,CC(=O)NN,1,2,pronucleophile_XH; pronucleophile_XH,"XH|N|H1|C(O)R,N; XH|N|H2|N",R–C(O)–NHR; N–NH2,deactivated; free,neutral_nh; neutral_nh,"[[{""token"":""C(O)R"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""C(O)R"",""features"":{""excluded_atom_indices"":[3]}},{""token"":""N"",""attachment_atom_index"":4,""fragment_atom_indices"":[4],""classification_method"":""element"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""N"",""hybridization"":""SP3"",""aromatic"":false}}],[{""token"":""N"",""attachment_atom_index"":3,""fragment_atom_indices"":[3],""classification_method"":""element"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""N"",""hybridization"":""SP2"",""aromatic"":false}}]]",,
Benzohydrazide,NNC(=O)c1ccccc1,di-nucleophile,Acylation; Condensation,Aromatic acyl hydrazide,1.0,true,NNC(=O)c1ccccc1,1,2,pronucleophile_XH; pronucleophile_XH,"XH|N|H2|N; XH|N|H1|C(O)R,N",N–NH2; R–C(O)–NHR,free; deactivated,neutral_nh; neutral_nh,"[[{""token"":""N"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""element"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""N"",""hybridization"":""SP2"",""aromatic"":false}}],[{""token"":""C(O)R"",""attachment_atom_index"":2,""fragment_atom_indices"":[2,3],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""C(O)R"",""features"":{""excluded_atom_indices"":[1]}},{""token"":""N"",""attachment_atom_index"":0,""fragment_atom_indices"":[0],""classification_method"":""element"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""N"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
Ethylene glycol,OCCO,di-nucleophile,C-O coupling; Esterification,Diol with two O-H sites,1.0,true,OCCO,1,2,pronucleophile_XH; pronucleophile_XH,XH|O|H1|Alkyl; XH|O|H1|Alkyl,R–OH; R–OH,free; free,neutral_oh; neutral_oh,"[[{""token"":""Alkyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}],[{""token"":""Alkyl"",""attachment_atom_index"":2,""fragment_atom_indices"":[2],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
Catechol,Oc1ccccc1O,di-nucleophile,C-O coupling; Esterification,Ortho aromatic diol,1.0,true,Oc1ccccc1O,1,2,pronucleophile_XH; pronucleophile_XH,XH|O|H1|Ar; XH|O|H1|Ar,Ar–OH; Ar–OH,free; free,neutral_oh; neutral_oh,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,5,6],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""Ar"",""attachment_atom_index"":6,""fragment_atom_indices"":[1,2,3,4,5,6],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
"1,2-Ethanedithiol",SCCS,di-nucleophile,C-S coupling,Dithiol with two S-H sites,1.0,true,SCCS,1,2,pronucleophile_XH; pronucleophile_XH,XH|S|H1|Alkyl; XH|S|H1|Alkyl,R–SH; R–SH,free; free,neutral_sh; neutral_sh,"[[{""token"":""Alkyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}],[{""token"":""Alkyl"",""attachment_atom_index"":2,""fragment_atom_indices"":[2],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
Ethyl mesylate,CCOS(=O)(=O)C,electrophile,Alkyl nucleophilic substitution,Alkyl mesylate leaving group,1.0,true,CCOS(C)(=O)=O,1,1,leaving_group,LG|Alkyl|OMs,R–OMs,available,carbon_sulfonate,"[[{""token"":""Alkyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
Methyl tosylate,COS(=O)(=O)c1ccc(C)cc1,electrophile,Alkyl nucleophilic substitution,Alkyl tosylate leaving group,1.0,true,COS(=O)(=O)c1ccc(C)cc1,1,1,leaving_group,LG|Alkyl|OTs,R–OTs,available,carbon_sulfonate,"[[{""token"":""Alkyl"",""attachment_atom_index"":0,""fragment_atom_indices"":[0],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
