source_row,reaction_type,example,rxn_smiles_clean,reactants_smiles,products_smiles,conditions,valid,evidence_quality,transformation_class,named_family,reaction_label,reaction_label_status,candidate_count,warnings,error
353,Ugi-type reaction,,CC=O.NC.CC(=O)O>>CC1=C(C)OC(=O)C(C)(N)C1,CC=O.NC.CC(=O)O,CC1=C(C)OC(=O)C(C)(N)C1,,True,reactant_grammar_only,,,R–C(O)OH + R–NH2 →,reactant_only,1,,
354,Carbazole synthesis,,c1ccc([N+](=O)[O-])cc1.Nc1ccccc1>>c1ccc2[nH]c3ccccc3c2c1,c1ccc([N+](=O)[O-])cc1.Nc1ccccc1,c1ccc2[nH]c3ccccc3c2c1,,True,unresolved,,,,unavailable,0,,
355,Quinoline synthesis,,Nc1ccccc1.c1ccc(C=O)cc1>>c1ccc2nc(-c3ccccc3)cc(-c3ccccc3)c2c1,Nc1ccccc1.c1ccc(C=O)cc1,c1ccc2nc(-c3ccccc3)cc(-c3ccccc3)c2c1,,True,unresolved,,,,unavailable,0,,
356,Paal-Knorr,Pyrrole,CC(=O)CC(=O)C.NC>>Cc1ccc(C)n1C,CC(=O)CC(=O)C.NC,Cc1ccc(C)n1C,,True,unresolved,,,,unavailable,0,,
357,Paal-Knorr,Simple pyrrole,CC(=O)CCC(=O)C.N>>Cc1ccc(C)[nH]1,CC(=O)CCC(=O)C.N,Cc1ccc(C)[nH]1,,True,unresolved,,,,unavailable,0,,
358,Paal-Knorr,Diphenylpyrrole,c1ccc(C(=O)CCC(=O)c2ccccc2)cc1.NC>>c1ccc(-c2ccc(-c3ccccc3)n2C)cc1,c1ccc(C(=O)CCC(=O)c2ccccc2)cc1.NC,c1ccc(-c2ccc(-c3ccccc3)n2C)cc1,,True,unresolved,,,,unavailable,0,,
359,Hantzsch,Dihydropyridine,CC(=O)CC(=O)OCC.CC(=O)CC(=O)OCC.CC=O.N>>CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1,CC(=O)CC(=O)OCC.CC(=O)CC(=O)OCC.CC=O.N,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1,,True,unresolved,,,,unavailable,0,,
360,Biginelli,Dihydropyrimidinone,O=C(N)N.CC(=O)CC(=O)OCC.c1ccc(C=O)cc1>>CCOC(=O)C1=C(C)NC(=O)NC1c1ccccc1,O=C(N)N.CC(=O)CC(=O)OCC.c1ccc(C=O)cc1,CCOC(=O)C1=C(C)NC(=O)NC1c1ccccc1,,True,unresolved,,,,unavailable,0,,
361,Biginelli,Acetaldehyde,O=C(N)N.CC(=O)CC(=O)OCC.CC=O>>CCOC(=O)C1=C(C)NC(=O)NC1C,O=C(N)N.CC(=O)CC(=O)OCC.CC=O,CCOC(=O)C1=C(C)NC(=O)NC1C,,True,unresolved,,,,unavailable,0,,
362,Fischer Indole,,c1ccc(C(C)=O)cc1.c1ccc(NN)cc1>>Cc1c2ccccc2[nH]c1-c1ccccc1,c1ccc(C(C)=O)cc1.c1ccc(NN)cc1,Cc1c2ccccc2[nH]c1-c1ccccc1,,True,unresolved,,,,unavailable,0,,
363,Fischer Indole,3-Ethyl,CC(=O)CC.c1ccccc1NN>>CCc1c2ccccc2[nH]c1C,CC(=O)CC.c1ccccc1NN,CCc1c2ccccc2[nH]c1C,,True,unresolved,,,,unavailable,0,,
364,Pictet-Spengler,Tetrahydroisoquinoline,NCCc1ccc(O)cc1.CC=O>>Cc1nccc2ccc(O)cc12,NCCc1ccc(O)cc1.CC=O,Cc1nccc2ccc(O)cc12,,True,unresolved,,,,unavailable,0,,
365,Pictet-Spengler,脦虏-Carboline,NCCc1c[nH]c2ccccc12.C=O>>c1ccc2[nH]cc3c2c1CCN3,NCCc1c[nH]c2ccccc12.C=O,c1ccc2[nH]cc3c2c1CCN3,,True,unresolved,,,,unavailable,0,,
366,Benzimidazole from o-phenylenediamine,,c1ccc(c(N)c1)N.c1ccc(C=O)cc1>>c1ccc(-c2nc3ccccc3[nH]2)cc1,c1ccc(c(N)c1)N.c1ccc(C=O)cc1,c1ccc(-c2nc3ccccc3[nH]2)cc1,,True,unresolved,,,,unavailable,0,,
367,Benzimidazole,Acetic acid,c1ccc(c(N)c1)N.CC(=O)O>>Cc1nc2ccccc2[nH]1,c1ccc(c(N)c1)N.CC(=O)O,Cc1nc2ccccc2[nH]1,,True,reactant_grammar_only,,,R–C(O)OH + Ar–NH2 →,reactant_only,2,,
368,Benzoxazole,,c1ccc(c(N)c1)O.c1ccc(C=O)cc1>>c1ccc(-c2nc3ccccc3o2)cc1,c1ccc(c(N)c1)O.c1ccc(C=O)cc1,c1ccc(-c2nc3ccccc3o2)cc1,,True,unresolved,,,,unavailable,0,,
369,Benzoxazole,Acetic acid,c1ccc(c(N)c1)O.CC(=O)O>>Cc1nc2ccccc2o1,c1ccc(c(N)c1)O.CC(=O)O,Cc1nc2ccccc2o1,,True,reactant_grammar_only,,,(R–C(O)OH + Ar–NH2) OR (R–C(O)OH + Ar–OH) →,ambiguous_reactants,2,,
370,Benzothiazole,,c1ccc(c(N)c1)S.c1ccc(C=O)cc1>>c1ccc(-c2nc3ccccc3s2)cc1,c1ccc(c(N)c1)S.c1ccc(C=O)cc1,c1ccc(-c2nc3ccccc3s2)cc1,,True,unresolved,,,,unavailable,0,,
371,Imidazole,,CC(=O)C=O.NC=O.N>>Cc1nccn1C,CC(=O)C=O.NC=O.N,Cc1nccn1C,,True,unresolved,,,,unavailable,0,,
372,Boc Protection,Aniline,c1ccc(N)cc1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C>>CC(C)(C)OC(=O)Nc1ccccc1,c1ccc(N)cc1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,CC(C)(C)OC(=O)Nc1ccccc1,,True,unresolved,,,,unavailable,0,,
373,Boc Protection,Phenethylamine,NCCc1ccccc1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C>>CC(C)(C)OC(=O)NCCc1ccccc1,NCCc1ccccc1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,CC(C)(C)OC(=O)NCCc1ccccc1,,True,unresolved,,,,unavailable,0,,
374,Boc Deprotection,TFA or HCl,CC(C)(C)OC(=O)Nc1ccccc1>>c1ccc(N)cc1,CC(C)(C)OC(=O)Nc1ccccc1,c1ccc(N)cc1,HCl,True,unresolved,,,,unavailable,0,,
375,Cbz Protection,Aniline,c1ccc(N)cc1.O=C(OCc1ccccc1)OCc1ccccc1>>O=C(Nc1ccccc1)OCc1ccccc1,c1ccc(N)cc1.O=C(OCc1ccccc1)OCc1ccccc1,O=C(Nc1ccccc1)OCc1ccccc1,,True,unresolved,,,,unavailable,0,,
376,Cbz Protection,Glycine,NCC(=O)O.O=C(OCc1ccccc1)OCc1ccccc1>>O=C(NCC(=O)O)OCc1ccccc1,NCC(=O)O.O=C(OCc1ccccc1)OCc1ccccc1,O=C(NCC(=O)O)OCc1ccccc1,,True,unresolved,,,,unavailable,0,,
377,Cbz Deprotection,Hydrogenolysis,O=C(Nc1ccccc1)OCc1ccccc1.[H][H].[Pd]>>c1ccc(N)cc1,O=C(Nc1ccccc1)OCc1ccccc1.[H][H].[Pd],c1ccc(N)cc1,,True,unresolved,,,,unavailable,0,,
378,FMOC Protection,,c1ccc(N)cc1.O=C1OC(=O)c2ccccc21>>O=C(Nc1ccccc1)OCC1c2ccccc2-c2ccccc21,c1ccc(N)cc1.O=C1OC(=O)c2ccccc21,O=C(Nc1ccccc1)OCC1c2ccccc2-c2ccccc21,,True,reactant_grammar_only,,,HeteroAr–C(O)OC(O)R + Ar–NH2 →,reactant_only,2,,
379,FMOC Deprotection,Base,O=C(Nc1ccccc1)OCC1c2ccccc2-c2ccccc21>>c1ccc(N)cc1,O=C(Nc1ccccc1)OCC1c2ccccc2-c2ccccc21,c1ccc(N)cc1,Base,True,unresolved,,,,unavailable,0,,
380,TBS Protection,Benzyl alcohol,c1ccc(CO)cc1.CC(C)(C)[Si](C)(C)Cl>>CC(C)(C)[Si](C)(C)OCc1ccccc1,c1ccc(CO)cc1.CC(C)(C)[Si](C)(C)Cl,CC(C)(C)[Si](C)(C)OCc1ccccc1,,True,unresolved,,,,unavailable,0,,
381,TBS Protection,Diol,OCCO.CC(C)(C)[Si](C)(C)Cl>>CC(C)(C)[Si](C)(C)OCCO[Si](C)(C)C(C)(C)C,OCCO.CC(C)(C)[Si](C)(C)Cl,CC(C)(C)[Si](C)(C)OCCO[Si](C)(C)C(C)(C)C,,True,unresolved,,,,unavailable,0,,
382,TBS Deprotection,TBAF,CC(C)(C)[Si](C)(C)OCc1ccccc1.[F-]>>c1ccc(CO)cc1,CC(C)(C)[Si](C)(C)OCc1ccccc1.[F-],c1ccc(CO)cc1,,True,unresolved,,,,unavailable,0,,
383,PMB Protection,,c1ccc(CO)cc1.BrCc1ccc(OC)cc1>>COc1ccc(COCc2ccccc2)cc1,c1ccc(CO)cc1.BrCc1ccc(OC)cc1,COc1ccc(COCc2ccccc2)cc1,,True,unresolved,,,,unavailable,0,,
384,PMB Deprotection,DDQ,COc1ccc(COCc2ccccc2)cc1>>c1ccc(CO)cc1,COc1ccc(COCc2ccccc2)cc1,c1ccc(CO)cc1,DDQ,True,unresolved,,,,unavailable,0,,
385,Acetonide Protection,Glycerol,OCC(O)CO.CC(=O)C>>CC1(C)OCC(CO)O1,OCC(O)CO.CC(=O)C,CC1(C)OCC(CO)O1,,True,unresolved,,,,unavailable,0,,
386,Acetonide Deprotection,Acid,CC1(C)OCC(CO)O1.[H+]>>OCC(O)CO,CC1(C)OCC(CO)O1.[H+],OCC(O)CO,,True,unresolved,,,,unavailable,0,,
387,Bn Protection,,c1ccc(CO)cc1.BrCc1ccccc1>>c1ccc(COCc2ccccc2)cc1,c1ccc(CO)cc1.BrCc1ccccc1,c1ccc(COCc2ccccc2)cc1,,True,unresolved,,,,unavailable,0,,
388,Bn Deprotection,Hydrogenolysis,c1ccc(COCc2ccccc2)cc1.[H][H].[Pd]>>c1ccc(CO)cc1,c1ccc(COCc2ccccc2)cc1.[H][H].[Pd],c1ccc(CO)cc1,,True,unresolved,,,,unavailable,0,,
389,Trityl Protection,,c1ccc(CO)cc1.ClC(c1ccccc1)(c1ccccc1)c1ccccc1>>c1ccc(COC(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,c1ccc(CO)cc1.ClC(c1ccccc1)(c1ccccc1)c1ccccc1,c1ccc(COC(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,,True,unresolved,,,,unavailable,0,,
390,Trityl Deprotection,,c1ccc(COC(c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[H+]>>c1ccc(CO)cc1,c1ccc(COC(c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[H+],c1ccc(CO)cc1,,True,unresolved,,,,unavailable,0,,
391,Amide: Benzoic acid + aniline,,O=C(O)c1ccccc1.Nc1ccccc1>>O=C(Nc1ccccc1)c1ccccc1,O=C(O)c1ccccc1.Nc1ccccc1,O=C(Nc1ccccc1)c1ccccc1,,True,exact_product_reconstruction,amide_formation,,Ar–C(O)OH + Ar–NH2 → R–C(O)–NHR,exact_product,1,,
392,Amide: Acetic acid + benzylamine,,CC(=O)O.NCc1ccccc1>>CC(=O)NCc1ccccc1,CC(=O)O.NCc1ccccc1,CC(=O)NCc1ccccc1,,True,exact_product_reconstruction,amide_formation,,R–C(O)OH + R–NH2 → R–C(O)–NHR,exact_product,1,,
393,Amide: Phenylacetic acid + cyclohexylamine,,O=C(O)CCc1ccccc1.NC1CCCCC1>>O=C(N1CCCCC1)CCc1ccccc1,O=C(O)CCc1ccccc1.NC1CCCCC1,O=C(N1CCCCC1)CCc1ccccc1,,True,reactant_grammar_only,,,R–C(O)OH + R–NH2 →,reactant_only,1,,
394,Amide: Pivalic acid + p-toluidine,,CC(C)(C)C(=O)O.Nc1ccc(C)cc1>>CC(C)(C)C(=O)Nc1ccc(C)cc1,CC(C)(C)C(=O)O.Nc1ccc(C)cc1,CC(C)(C)C(=O)Nc1ccc(C)cc1,,True,exact_product_reconstruction,amide_formation,,R–C(O)OH + Ar–NH2 → R–C(O)–NHR,exact_product,1,,
395,Amide: 4-Fluorobenzoic acid + phenethylamine,,O=C(O)c1ccc(F)cc1.NCCc1ccccc1>>O=C(NCCc1ccccc1)c1ccc(F)cc1,O=C(O)c1ccc(F)cc1.NCCc1ccccc1,O=C(NCCc1ccccc1)c1ccc(F)cc1,,True,exact_product_reconstruction,amide_formation,,Ar–C(O)OH + R–NH2 → R–C(O)–NHR,exact_product,2,,
396,Amide: p-Methoxybenzoic acid + cyclopropylamine,,O=C(O)c1ccc(OC)cc1.NC1CC1>>COc1ccc(C(=O)NC2CC2)cc1,O=C(O)c1ccc(OC)cc1.NC1CC1,COc1ccc(C(=O)NC2CC2)cc1,,True,exact_product_reconstruction,amide_formation,,Ar–C(O)OH + R–NH2 → R–C(O)–NHR,exact_product,1,,
397,Amide: 4-Cyanobenzoic acid + butylamine,,O=C(O)c1ccc(C#N)cc1.NCCCC>>N#Cc1ccc(C(=O)NCCCC)cc1,O=C(O)c1ccc(C#N)cc1.NCCCC,N#Cc1ccc(C(=O)NCCCC)cc1,,True,exact_product_reconstruction,amide_formation,,Ar–C(O)OH + R–NH2 → R–C(O)–NHR,exact_product,1,,
398,Amide: 4-Nitrobenzoic acid + tert-butylamine,,O=C(O)c1ccc([N+](=O)[O-])cc1.NC(C)(C)C>>CC(C)(C)NC(=O)c1ccc([N+](=O)[O-])cc1,O=C(O)c1ccc([N+](=O)[O-])cc1.NC(C)(C)C,CC(C)(C)NC(=O)c1ccc([N+](=O)[O-])cc1,,True,exact_product_reconstruction,amide_formation,,Ar–C(O)OH + R–NH2 → R–C(O)–NHR,exact_product,1,,
399,Amide: 3-Chlorobenzoic acid + 4-picolylamine,,O=C(O)c1cccc(Cl)c1.NCc1ccncc1>>O=C(NCc1ccncc1)c1cccc(Cl)c1,O=C(O)c1cccc(Cl)c1.NCc1ccncc1,O=C(NCc1ccncc1)c1cccc(Cl)c1,,True,exact_product_reconstruction,amide_formation,,Ar–C(O)OH + R–NH2 → R–C(O)–NHR,exact_product,2,,
400,Amide: 2-Naphthoic acid + 4-aminopiperidine,,O=C(O)c1ccc2ccccc2c1.NC1CCNCC1>>O=C(N1CCC(N)CC1)c1ccc2ccccc2c1,O=C(O)c1ccc2ccccc2c1.NC1CCNCC1,O=C(N1CCC(N)CC1)c1ccc2ccccc2c1,,True,exact_product_reconstruction,amide_formation,,Ar–C(O)OH + R1R2–NH → R–C(O)–NR2,exact_product,2,,
401,Amide: Isonicotinic acid + aniline,,O=C(O)c1ccncc1.Nc1ccccc1>>O=C(Nc1ccccc1)c1ccncc1,O=C(O)c1ccncc1.Nc1ccccc1,O=C(Nc1ccccc1)c1ccncc1,,True,exact_product_reconstruction,amide_formation,,HeteroAr–C(O)OH + Ar–NH2 → R–C(O)–NHR,exact_product,1,,
402,Amide: Pyrimidine-2-carboxylic acid + 4-fluorobenzylamine,,O=C(O)c1cnccn1.NCc1ccc(F)cc1>>O=C(NCc1ccc(F)cc1)c1cnccn1,O=C(O)c1cnccn1.NCc1ccc(F)cc1,O=C(NCc1ccc(F)cc1)c1cnccn1,,True,exact_product_reconstruction,amide_formation,,HeteroAr–C(O)OH + R–NH2 → R–C(O)–NHR,exact_product,1,,
403,Amide: Thiophene-3-carboxylic acid + morpholine,,O=C(O)c1cccs1.NC1CCOCC1>>O=C(N1CCOCC1)c1cccs1,O=C(O)c1cccs1.NC1CCOCC1,O=C(N1CCOCC1)c1cccs1,,True,reactant_grammar_only,,,HeteroAr–C(O)OH + R–NH2 →,reactant_only,1,,
404,Amide: Pyrrole-3-carboxylic acid + 2-phenoxyethylamine,,O=C(O)c1cc[nH]c1.NCCOc1ccccc1>>O=C(NCCOc1ccccc1)c1cc[nH]c1,O=C(O)c1cc[nH]c1.NCCOc1ccccc1,O=C(NCCOc1ccccc1)c1cc[nH]c1,,True,exact_product_reconstruction,amide_formation,,HeteroAr–C(O)OH + R–NH2 → R–C(O)–NHR,exact_product,1,,
405,"Amide: Pyrrole-2-carboxylic acid + 4,4-dimethylcyclohexylamine",,O=C(O)c1ccc[nH]1.NC1CCC(C)(C)CC1>>O=C(NC1CCC(C)(C)CC1)c1ccc[nH]1,O=C(O)c1ccc[nH]1.NC1CCC(C)(C)CC1,O=C(NC1CCC(C)(C)CC1)c1ccc[nH]1,,True,exact_product_reconstruction,amide_formation,,HeteroAr–C(O)OH + R–NH2 → R–C(O)–NHR,exact_product,1,,
406,Amide: Octanoic acid + p-anisidine,,CCCCCCCC(=O)O.Nc1ccc(OC)cc1>>CCCCCCCC(=O)Nc1ccc(OC)cc1,CCCCCCCC(=O)O.Nc1ccc(OC)cc1,CCCCCCCC(=O)Nc1ccc(OC)cc1,,True,exact_product_reconstruction,amide_formation,,R–C(O)OH + Ar–NH2 → R–C(O)–NHR,exact_product,1,,
407,Amide: Isovaleric acid + 4-chlorobenzylamine,,CC(C)CC(=O)O.NCc1ccc(Cl)cc1>>CC(C)CC(=O)NCc1ccc(Cl)cc1,CC(C)CC(=O)O.NCc1ccc(Cl)cc1,CC(C)CC(=O)NCc1ccc(Cl)cc1,,True,exact_product_reconstruction,amide_formation,,R–C(O)OH + R–NH2 → R–C(O)–NHR,exact_product,1,,
408,Amide: 2-Methylbutyric acid + N-methylpiperazine,,CCC(C)C(=O)O.NC1CCN(C)CC1>>CCC(C)C(=O)N1CCN(C)CC1,CCC(C)C(=O)O.NC1CCN(C)CC1,CCC(C)C(=O)N1CCN(C)CC1,,True,reactant_grammar_only,,,R–C(O)OH + R–NH2 →,reactant_only,1,,
409,Amide: Cyclohexanecarboxylic acid + tryptamine,,O=C(O)C1CCCCC1.NCCc1ccc[nH]1>>O=C(NCCc1ccc[nH]1)C1CCCCC1,O=C(O)C1CCCCC1.NCCc1ccc[nH]1,O=C(NCCc1ccc[nH]1)C1CCCCC1,,True,exact_product_reconstruction,amide_formation,,R–C(O)OH + R–NH2 → R–C(O)–NHR,exact_product,1,,
410,Amide: Leucine + benzylamine,,CC(C)CC(N)C(=O)O.NCc1ccccc1>>CC(C)CC(N)C(=O)NCc1ccccc1,CC(C)CC(N)C(=O)O.NCc1ccccc1,CC(C)CC(N)C(=O)NCc1ccccc1,,True,exact_product_reconstruction,amide_formation,,R–C(O)OH + R–NH2 → R–C(O)–NHR,exact_product,1,,
411,Amide: Phenylalanine + cyclohexylamine,,N[C@@H](Cc1ccccc1)C(=O)O.NC1CCCCC1>>N[C@@H](Cc1ccccc1)C(=O)N1CCCCC1,N[C@@H](Cc1ccccc1)C(=O)O.NC1CCCCC1,N[C@@H](Cc1ccccc1)C(=O)N1CCCCC1,,True,reactant_grammar_only,,,R–C(O)OH + R–NH2 →,reactant_only,1,,
412,"Amide: Benzoic acid + N,N-dimethylaniline tertiary amide",,O=C(O)c1ccccc1.CN(C)c1ccccc1>>CN(C)c1ccccc1.O=C(N(C)c1ccccc1)c1ccccc1,O=C(O)c1ccccc1.CN(C)c1ccccc1,CN(C)c1ccccc1.O=C(N(C)c1ccccc1)c1ccccc1,,True,unresolved,,,,unavailable,0,MULTIPLE_PRODUCTS,
413,Amide: Acetic acid + pyrrolidine,,CC(=O)O.N1CCCC1>>CC(=O)N1CCCC1,CC(=O)O.N1CCCC1,CC(=O)N1CCCC1,,True,exact_product_reconstruction,amide_formation,,R–C(O)OH + R1R2–NH → R–C(O)–NR2,exact_product,1,,
414,Amide: 4-Bromobenzoic acid + morpholine,,O=C(O)c1ccc(Br)cc1.N1CCOCC1>>O=C(N1CCOCC1)c1ccc(Br)cc1,O=C(O)c1ccc(Br)cc1.N1CCOCC1,O=C(N1CCOCC1)c1ccc(Br)cc1,,True,exact_product_reconstruction,amide_formation,,Ar–C(O)OH + R1R2–NH → R–C(O)–NR2,exact_product,2,,
415,Amide: EDC/HOBt coupling,,O=C(O)c1ccccc1.Nc1ccccc1>>O=C(Nc1ccccc1)c1ccccc1,O=C(O)c1ccccc1.Nc1ccccc1,O=C(Nc1ccccc1)c1ccccc1,,True,exact_product_reconstruction,amide_formation,,Ar–C(O)OH + Ar–NH2 → R–C(O)–NHR,exact_product,1,,
416,Amide: DCC/NHS coupling,,CC(C)(C)C(=O)O.NCc1ccccc1>>CC(C)(C)C(=O)NCc1ccccc1,CC(C)(C)C(=O)O.NCc1ccccc1,CC(C)(C)C(=O)NCc1ccccc1,,True,exact_product_reconstruction,amide_formation,,R–C(O)OH + R–NH2 → R–C(O)–NHR,exact_product,1,,
417,Amide: HATU/DIPEA coupling,,O=C(O)c1ccc(OC)cc1.NC1CCCCC1>>COc1ccc(C(=O)N1CCCCC1)cc1,O=C(O)c1ccc(OC)cc1.NC1CCCCC1,COc1ccc(C(=O)N1CCCCC1)cc1,,True,reactant_grammar_only,,,Ar–C(O)OH + R–NH2 →,reactant_only,1,,
418,SN2 substitution,Bromoethane propionitrile,CCBr.[C-]#N>>CCC#N,CCBr.[C-]#N,CCC#N,"NaCN, polar aprotic",True,unresolved,,,,unavailable,0,,
419,SN1 substitution,tert-Butyl chloride tert-butanol,CC(C)(C)Cl.O>>CC(C)(C)O,CC(C)(C)Cl.O,CC(C)(C)O,"H2O, heat",True,unresolved,,,,unavailable,0,,
420,E2 elimination,2-bromobutane but-2-ene,CCC(Br)C.CC(C)(C)[O-]>>CC=CC,CCC(Br)C.CC(C)(C)[O-],CC=CC,"tBuOK, heat",True,unresolved,,,,unavailable,0,,
421,Hydrogenation,Styrene ethylbenzene,C=CC1=CC=CC=C1>>CCc1ccccc1,C=CC1=CC=CC=C1,CCc1ccccc1,"H2, Pd/C",True,unresolved,,,,unavailable,0,,
422,Hydroboration-oxidation,1-hexene 1-hexanol,CCCCCC=C>>CCCCCCO,CCCCCC=C,CCCCCCO,BH3; then H2O2/NaOH,True,unresolved,,,,unavailable,0,,
423,Epoxidation,Cyclohexene cyclohexene oxide,C1=CCCCC1>>O1CCCCC1,C1=CCCCC1,O1CCCCC1,mCPBA,True,unresolved,,,,unavailable,0,,
424,Dihydroxylation,"Cyclohexene cis-1,2-diol",C1=CCCCC1>>OC1CCCCC1O,C1=CCCCC1,OC1CCCCC1O,"OsO4 (cat.), co-oxidant",True,unresolved,,,,unavailable,0,,
425,Aldol addition,Acetone + formaldehyde,CC(=O)C.C=O>>CC(=O)CCO,CC(=O)C.C=O,CC(=O)CCO,"base, cold",True,unresolved,,,,unavailable,0,,
426,Aldol condensation,Acetone self-condensation,CC(=O)C.CC(=O)C>>CC(=O)C=C(C)C,CC(=O)C.CC(=O)C,CC(=O)C=C(C)C,"base, heat",True,unresolved,,,,unavailable,0,,
427,Grignard addition,Benzaldehyde + MeMgBr,O=CC1=CC=CC=C1.C[Mg]Br>>CC(O)c1ccccc1,O=CC1=CC=CC=C1.C[Mg]Br,CC(O)c1ccccc1,ether; then workup,True,unresolved,,,,unavailable,0,,
428,Reductive amination,Cyclohexanone + methylamine,O=C1CCCCC1.CNC>>CNC1CCCCC1,O=C1CCCCC1.CNC,CNC1CCCCC1,NaBH3CN or H2,True,unresolved,,,,unavailable,0,,
429,Imine formation,Benzaldehyde + aniline,O=CC1=CC=CC=C1.Nc1ccccc1>>c1ccc(/C=N\c2ccccc2)cc1,O=CC1=CC=CC=C1.Nc1ccccc1,c1ccc(/C=N\c2ccccc2)cc1,"acid, remove water",True,unresolved,,,,unavailable,0,,
430,Wittig,Benzaldehyde styrene,O=CC1=CC=CC=C1.C=P(c1ccccc1)(c1ccccc1)c1ccccc1>>C=CC1=CC=CC=C1,O=CC1=CC=CC=C1.C=P(c1ccccc1)(c1ccccc1)c1ccccc1,C=CC1=CC=CC=C1,ylide,True,unresolved,,,,unavailable,0,,
431,HWE olefination,Benzaldehyde cinnamate,O=CC1=CC=CC=C1.CCOP(=O)(OCC)C=C(C(=O)OCC)[O-]>>CCOC(=O)C=CC1=CC=CC=C1,O=CC1=CC=CC=C1.CCOP(=O)(OCC)C=C(C(=O)OCC)[O-],CCOC(=O)C=CC1=CC=CC=C1,base,True,unresolved,,,,unavailable,0,,
432,FriedelCrafts alkylation,Benzene + tert-butyl chloride,c1ccccc1.CC(C)(C)Cl>>CC(C)(C)c1ccccc1,c1ccccc1.CC(C)(C)Cl,CC(C)(C)c1ccccc1,AlCl3,True,unresolved,,,,unavailable,0,,
433,FriedelCrafts acylation,Benzene + acetyl chloride,c1ccccc1.CC(=O)Cl>>CC(=O)c1ccccc1,c1ccccc1.CC(=O)Cl,CC(=O)c1ccccc1,AlCl3,True,unresolved,,,,unavailable,0,,
434,Electrophilic nitration,Benzene nitrobenzene,c1ccccc1>>O=[N+]([O-])c1ccccc1,c1ccccc1,O=[N+]([O-])c1ccccc1,HNO3/H2SO4,True,unresolved,,,,unavailable,0,,
435,Electrophilic bromination,Benzene bromobenzene,c1ccccc1>>Brc1ccccc1,c1ccccc1,Brc1ccccc1,Br2/FeBr3,True,unresolved,,,,unavailable,0,,
436,Heck,Bromobenzene + ethene styrene,Brc1ccccc1.C=C>>C=CC1=CC=CC=C1,Brc1ccccc1.C=C,C=CC1=CC=CC=C1,"Pd, base",True,unresolved,,,,unavailable,0,,
437,Sonogashira,Bromobenzene + acetylene phenylacetylene,Brc1ccccc1.C#C>>C#Cc1ccccc1,Brc1ccccc1.C#C,C#Cc1ccccc1,"Pd/Cu, base",True,exact_product_reconstruction,terminal_alkyne_coupling,sonogashira,Ar–Br + H–C≡C–H → Ar–C≡C–R,exact_product,1,,
438,Buchwald-Hartwig amination,Bromobenzene + morpholine,Brc1ccccc1.O1CCNCC1>>c1ccc(N2CCOCC2)cc1,Brc1ccccc1.O1CCNCC1,c1ccc(N2CCOCC2)cc1,"Pd, ligand, base",True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R1R2–NH → Ar–NR1R2,exact_product,1,,
439,Suzuki,Bromobenzene + phenylboronic acid,Brc1ccccc1.c1ccc(B(O)O)cc1>>c1ccc(-c2ccccc2)cc1,Brc1ccccc1.c1ccc(B(O)O)cc1,c1ccc(-c2ccccc2)cc1,"Pd, base",True,exact_product_reconstruction,c_c_transfer_coupling,suzuki_miyaura,Ar–Br + Ar–B(OH)2 → Ar–Ar,exact_product,1,,
440,Negishi,Bromobenzene + ethylzinc bromide,Brc1ccccc1.CC[Zn]Br>>CCc1ccccc1,Brc1ccccc1.CC[Zn]Br,CCc1ccccc1,Pd or Ni,True,exact_product_reconstruction,c_c_transfer_coupling,,Ar–Br + R–ZnX → Ar–R,exact_product,1,,
441,Kumada,Bromobenzene + ethylmagnesium bromide,Brc1ccccc1.CC[Mg]Br>>CCc1ccccc1,Brc1ccccc1.CC[Mg]Br,CCc1ccccc1,Ni or Pd,True,exact_product_reconstruction,c_c_transfer_coupling,,Ar–Br + R–MgX → Ar–R,exact_product,1,,
442,Stille,Bromobenzene + vinylstannane,Brc1ccccc1.C=C[Sn](C)(C)C>>C=CC1=CC=CC=C1,Brc1ccccc1.C=C[Sn](C)(C)C,C=CC1=CC=CC=C1,Pd,True,exact_product_reconstruction,c_c_transfer_coupling,,Ar–Br + Alkenyl–SnR3 → Ar–Alkenyl,exact_product,1,,
443,ChanLam,Phenylboronic acid + aniline,Nc1ccccc1.c1ccc(B(O)O)cc1>>c1ccc(Nc2ccccc2)cc1,Nc1ccccc1.c1ccc(B(O)O)cc1,c1ccc(Nc2ccccc2)cc1,"Cu, air",True,exact_product_reconstruction,chan_lam_heteroatom_coupling,chan_lam,Ar–B(OH)2 + Ar–NH2 → Ar–NH–Ar,exact_product,1,,
